   Elapsed time	      I	     II	    III	    aVR	    aVL	    aVF	     V1	     V2	     V3	     V4	     V5	     V6
          4.840	  0.230	  0.827	  0.596	 -0.528	 -0.183	  0.711	 -0.013	  0.140	  0.160	 -0.142	 -0.574	 -0.281
          4.842	  0.222	  0.823	  0.601	 -0.523	 -0.190	  0.713	 -0.013	  0.120	  0.141	 -0.159	 -0.588	 -0.284
          4.844	  0.226	  0.843	  0.617	 -0.535	 -0.196	  0.730	 -0.016	  0.098	  0.127	 -0.168	 -0.593	 -0.286
          4.846	  0.216	  0.836	  0.620	 -0.525	 -0.202	  0.728	 -0.018	  0.085	  0.108	 -0.179	 -0.599	 -0.286
          4.848	  0.202	  0.837	  0.634	 -0.519	 -0.216	  0.735	 -0.025	  0.062	  0.089	 -0.191	 -0.605	 -0.286
          4.850	  0.189	  0.826	  0.635	 -0.507	 -0.223	  0.731	 -0.017	  0.051	  0.079	 -0.194	 -0.603	 -0.286
          4.852	  0.192	  0.826	  0.634	 -0.508	 -0.222	  0.730	 -0.015	  0.041	  0.072	 -0.195	 -0.600	 -0.284
          4.854	  0.191	  0.825	  0.633	 -0.508	 -0.221	  0.730	 -0.007	  0.036	  0.066	 -0.196	 -0.598	 -0.282
          4.856	  0.177	  0.812	  0.634	 -0.495	 -0.229	  0.724	  0.001	  0.031	  0.059	 -0.201	 -0.604	 -0.283
          4.858	  0.189	  0.816	  0.626	 -0.502	 -0.219	  0.721	 -0.003	  0.021	  0.052	 -0.205	 -0.603	 -0.283
          4.860	  0.185	  0.812	  0.628	 -0.499	 -0.222	  0.721	 -0.009	  0.009	  0.040	 -0.218	 -0.614	 -0.293
          4.862	  0.180	  0.821	  0.640	 -0.500	 -0.231	  0.731	 -0.016	  0.000	  0.029	 -0.228	 -0.620	 -0.297
          4.864	  0.177	  0.829	  0.651	 -0.502	 -0.237	  0.740	 -0.019	 -0.015	  0.016	 -0.240	 -0.628	 -0.300
          4.866	  0.171	  0.828	  0.657	 -0.499	 -0.243	  0.743	 -0.021	 -0.028	  0.004	 -0.248	 -0.636	 -0.305
          4.868	  0.166	  0.825	  0.660	 -0.496	 -0.247	  0.743	 -0.028	 -0.042	 -0.005	 -0.255	 -0.640	 -0.310
          4.870	  0.172	  0.827	  0.655	 -0.500	 -0.241	  0.742	 -0.016	 -0.037	 -0.007	 -0.252	 -0.638	 -0.307
          4.872	  0.166	  0.813	  0.647	 -0.489	 -0.241	  0.731	 -0.016	 -0.041	 -0.010	 -0.256	 -0.640	 -0.310
          4.874	  0.171	  0.806	  0.635	 -0.489	 -0.232	  0.721	 -0.011	 -0.035	 -0.005	 -0.248	 -0.636	 -0.304
          4.876	  0.165	  0.808	  0.644	 -0.486	 -0.240	  0.727	 -0.006	 -0.038	 -0.009	 -0.247	 -0.632	 -0.302
          4.878	  0.164	  0.803	  0.639	 -0.484	 -0.238	  0.722	  0.004	 -0.034	 -0.006	 -0.244	 -0.628	 -0.292
          4.880	  0.167	  0.807	  0.640	 -0.486	 -0.236	  0.724	 -0.013	 -0.048	 -0.015	 -0.255	 -0.633	 -0.292
          4.882	  0.161	  0.812	  0.650	 -0.486	 -0.244	  0.732	 -0.004	 -0.050	 -0.017	 -0.258	 -0.635	 -0.293
          4.884	  0.149	  0.808	  0.658	 -0.479	 -0.254	  0.734	 -0.017	 -0.066	 -0.029	 -0.272	 -0.645	 -0.299
          4.886	  0.149	  0.815	  0.664	 -0.482	 -0.258	  0.740	 -0.019	 -0.069	 -0.034	 -0.276	 -0.651	 -0.302
          4.888	  0.152	  0.823	  0.670	 -0.487	 -0.259	  0.747	 -0.018	 -0.072	 -0.035	 -0.279	 -0.653	 -0.303
          4.890	  0.157	  0.815	  0.658	 -0.486	 -0.251	  0.737	 -0.014	 -0.070	 -0.032	 -0.273	 -0.650	 -0.304
          4.892	  0.152	  0.805	  0.652	 -0.479	 -0.250	  0.730	 -0.011	 -0.069	 -0.034	 -0.275	 -0.654	 -0.306
          4.894	  0.145	  0.801	  0.655	 -0.473	 -0.255	  0.729	 -0.003	 -0.064	 -0.028	 -0.268	 -0.649	 -0.305
          4.896	  0.141	  0.794	  0.654	 -0.468	 -0.257	  0.724	  0.001	 -0.062	 -0.025	 -0.266	 -0.647	 -0.306
          4.898	  0.140	  0.783	  0.643	 -0.462	 -0.253	  0.714	  0.008	 -0.056	 -0.021	 -0.257	 -0.640	 -0.300
          4.900	  0.151	  0.794	  0.644	 -0.473	 -0.245	  0.719	  0.004	 -0.061	 -0.021	 -0.260	 -0.642	 -0.303
          4.902	  0.144	  0.795	  0.650	 -0.470	 -0.253	  0.723	 -0.003	 -0.071	 -0.032	 -0.269	 -0.649	 -0.312
          4.904	  0.138	  0.808	  0.671	 -0.473	 -0.267	  0.740	 -0.009	 -0.074	 -0.034	 -0.272	 -0.650	 -0.313
          4.906	  0.144	  0.815	  0.671	 -0.479	 -0.264	  0.743	 -0.018	 -0.080	 -0.037	 -0.277	 -0.652	 -0.312
          4.908	  0.140	  0.822	  0.681	 -0.481	 -0.271	  0.751	 -0.015	 -0.084	 -0.040	 -0.277	 -0.652	 -0.314
          4.910	  0.145	  0.817	  0.671	 -0.481	 -0.263	  0.744	 -0.012	 -0.080	 -0.036	 -0.273	 -0.651	 -0.316
          4.912	  0.132	  0.797	  0.666	 -0.465	 -0.268	  0.732	 -0.009	 -0.078	 -0.036	 -0.272	 -0.652	 -0.317
          4.914	  0.144	  0.796	  0.651	 -0.470	 -0.254	  0.725	 -0.003	 -0.070	 -0.029	 -0.264	 -0.642	 -0.306
          4.916	  0.142	  0.795	  0.653	 -0.469	 -0.255	  0.725	  0.003	 -0.070	 -0.026	 -0.263	 -0.640	 -0.303
          4.918	  0.150	  0.791	  0.640	 -0.471	 -0.244	  0.716	  0.003	 -0.065	 -0.024	 -0.260	 -0.640	 -0.301
          4.920	  0.142	  0.797	  0.654	 -0.470	 -0.256	  0.726	  0.004	 -0.066	 -0.025	 -0.261	 -0.643	 -0.298
          4.922	  0.143	  0.806	  0.662	 -0.475	 -0.259	  0.736	 -0.007	 -0.076	 -0.030	 -0.267	 -0.644	 -0.301
          4.924	  0.147	  0.823	  0.675	 -0.485	 -0.264	  0.749	 -0.011	 -0.081	 -0.033	 -0.273	 -0.648	 -0.297
          4.926	  0.136	  0.808	  0.672	 -0.472	 -0.268	  0.741	 -0.015	 -0.086	 -0.035	 -0.274	 -0.649	 -0.298
          4.928	  0.136	  0.809	  0.675	 -0.473	 -0.270	  0.743	 -0.019	 -0.096	 -0.042	 -0.281	 -0.653	 -0.303
          4.930	  0.141	  0.816	  0.675	 -0.478	 -0.267	  0.746	 -0.015	 -0.093	 -0.037	 -0.275	 -0.646	 -0.299
          4.932	  0.142	  0.818	  0.676	 -0.480	 -0.268	  0.748	 -0.008	 -0.092	 -0.035	 -0.270	 -0.642	 -0.292
          4.934	  0.146	  0.808	  0.662	 -0.478	 -0.258	  0.736	 -0.004	 -0.080	 -0.032	 -0.263	 -0.636	 -0.290
          4.936	  0.147	  0.808	  0.661	 -0.478	 -0.257	  0.736	  0.003	 -0.076	 -0.031	 -0.260	 -0.632	 -0.288
          4.938	  0.145	  0.807	  0.662	 -0.476	 -0.258	  0.735	  0.007	 -0.069	 -0.027	 -0.257	 -0.628	 -0.288
          4.940	  0.145	  0.813	  0.667	 -0.479	 -0.262	  0.741	 -0.006	 -0.081	 -0.029	 -0.268	 -0.639	 -0.294
          4.942	  0.143	  0.820	  0.676	 -0.481	 -0.266	  0.748	 -0.007	 -0.092	 -0.041	 -0.271	 -0.642	 -0.298
          4.944	  0.154	  0.835	  0.681	 -0.495	 -0.263	  0.758	 -0.006	 -0.092	 -0.040	 -0.273	 -0.644	 -0.295
          4.946	  0.138	  0.829	  0.691	 -0.484	 -0.276	  0.760	 -0.009	 -0.101	 -0.045	 -0.281	 -0.645	 -0.293
          4.948	  0.151	  0.832	  0.680	 -0.491	 -0.265	  0.757	 -0.021	 -0.112	 -0.056	 -0.286	 -0.656	 -0.296
          4.950	  0.138	  0.820	  0.682	 -0.479	 -0.272	  0.751	 -0.010	 -0.101	 -0.049	 -0.279	 -0.651	 -0.290
          4.952	  0.132	  0.812	  0.680	 -0.472	 -0.275	  0.747	 -0.004	 -0.097	 -0.048	 -0.278	 -0.654	 -0.288
          4.954	  0.140	  0.804	  0.664	 -0.471	 -0.263	  0.734	  0.000	 -0.097	 -0.048	 -0.276	 -0.653	 -0.289
          4.956	  0.137	  0.802	  0.666	 -0.469	 -0.265	  0.734	  0.004	 -0.090	 -0.044	 -0.271	 -0.646	 -0.287
          4.958	  0.138	  0.793	  0.655	 -0.467	 -0.259	  0.725	  0.004	 -0.093	 -0.045	 -0.272	 -0.648	 -0.293
          4.960	  0.143	  0.805	  0.662	 -0.474	 -0.260	  0.734	 -0.005	 -0.100	 -0.044	 -0.274	 -0.648	 -0.293
          4.962	  0.130	  0.804	  0.674	 -0.467	 -0.272	  0.739	 -0.003	 -0.100	 -0.048	 -0.274	 -0.649	 -0.293
          4.964	  0.138	  0.812	  0.673	 -0.475	 -0.268	  0.743	 -0.013	 -0.111	 -0.056	 -0.279	 -0.650	 -0.293
          4.966	  0.135	  0.821	  0.685	 -0.478	 -0.276	  0.754	 -0.016	 -0.117	 -0.060	 -0.283	 -0.650	 -0.299
          4.968	  0.135	  0.821	  0.686	 -0.478	 -0.276	  0.754	 -0.022	 -0.129	 -0.071	 -0.288	 -0.652	 -0.299
          4.970	  0.121	  0.811	  0.691	 -0.467	 -0.284	  0.751	 -0.013	 -0.118	 -0.066	 -0.286	 -0.650	 -0.288
          4.972	  0.127	  0.810	  0.683	 -0.468	 -0.278	  0.747	 -0.013	 -0.119	 -0.065	 -0.282	 -0.641	 -0.284
          4.974	  0.137	  0.808	  0.671	 -0.472	 -0.267	  0.740	 -0.006	 -0.115	 -0.059	 -0.275	 -0.634	 -0.280
          4.976	  0.136	  0.806	  0.671	 -0.470	 -0.268	  0.739	 -0.002	 -0.112	 -0.054	 -0.269	 -0.625	 -0.276
          4.978	  0.129	  0.799	  0.670	 -0.465	 -0.270	  0.735	 -0.001	 -0.112	 -0.056	 -0.271	 -0.629	 -0.281
          4.980	  0.137	  0.810	  0.673	 -0.473	 -0.269	  0.742	 -0.008	 -0.119	 -0.061	 -0.279	 -0.633	 -0.285
          4.982	  0.129	  0.810	  0.681	 -0.469	 -0.277	  0.746	 -0.011	 -0.125	 -0.070	 -0.290	 -0.641	 -0.290
          4.984	  0.129	  0.819	  0.690	 -0.473	 -0.281	  0.754	 -0.018	 -0.135	 -0.077	 -0.295	 -0.650	 -0.291
          4.986	  0.131	  0.823	  0.692	 -0.477	 -0.281	  0.757	 -0.030	 -0.144	 -0.086	 -0.304	 -0.658	 -0.297
          4.988	  0.138	  0.832	  0.694	 -0.485	 -0.278	  0.763	 -0.025	 -0.138	 -0.081	 -0.300	 -0.655	 -0.292
          4.990	  0.131	  0.818	  0.686	 -0.474	 -0.278	  0.752	 -0.023	 -0.140	 -0.082	 -0.299	 -0.653	 -0.291
          4.992	  0.117	  0.815	  0.699	 -0.465	 -0.291	  0.756	 -0.011	 -0.136	 -0.078	 -0.291	 -0.647	 -0.288
          4.994	  0.127	  0.814	  0.686	 -0.470	 -0.279	  0.750	 -0.006	 -0.131	 -0.073	 -0.287	 -0.644	 -0.285
          4.996	  0.134	  0.812	  0.679	 -0.473	 -0.273	  0.746	 -0.005	 -0.126	 -0.070	 -0.283	 -0.640	 -0.279
          4.998	  0.135	  0.806	  0.671	 -0.470	 -0.268	  0.739	 -0.004	 -0.131	 -0.073	 -0.284	 -0.642	 -0.279
          5.000	  0.129	  0.811	  0.683	 -0.470	 -0.278	  0.749	 -0.004	 -0.124	 -0.070	 -0.284	 -0.639	 -0.278
          5.002	  0.127	  0.809	  0.681	 -0.469	 -0.277	  0.746	 -0.011	 -0.137	 -0.079	 -0.293	 -0.645	 -0.283
          5.004	  0.128	  0.815	  0.687	 -0.471	 -0.280	  0.751	 -0.014	 -0.139	 -0.083	 -0.294	 -0.641	 -0.285
          5.006	  0.129	  0.823	  0.694	 -0.475	 -0.283	  0.758	 -0.025	 -0.148	 -0.091	 -0.299	 -0.647	 -0.288
          5.008	  0.121	  0.818	  0.697	 -0.470	 -0.288	  0.757	 -0.025	 -0.151	 -0.093	 -0.302	 -0.649	 -0.293
          5.010	  0.133	  0.820	  0.688	 -0.477	 -0.278	  0.754	 -0.023	 -0.147	 -0.088	 -0.295	 -0.645	 -0.290
          5.012	  0.128	  0.820	  0.692	 -0.474	 -0.282	  0.757	 -0.013	 -0.143	 -0.086	 -0.291	 -0.635	 -0.279
          5.014	  0.119	  0.805	  0.685	 -0.463	 -0.283	  0.746	 -0.015	 -0.143	 -0.088	 -0.290	 -0.639	 -0.278
          5.016	  0.124	  0.807	  0.682	 -0.466	 -0.279	  0.745	 -0.006	 -0.138	 -0.087	 -0.290	 -0.635	 -0.277
          5.018	  0.128	  0.791	  0.664	 -0.460	 -0.269	  0.729	 -0.008	 -0.142	 -0.086	 -0.288	 -0.637	 -0.281
          5.020	  0.119	  0.797	  0.678	 -0.458	 -0.279	  0.738	 -0.013	 -0.149	 -0.091	 -0.297	 -0.646	 -0.282
          5.022	  0.119	  0.805	  0.686	 -0.463	 -0.283	  0.746	 -0.012	 -0.151	 -0.092	 -0.300	 -0.651	 -0.281
          5.024	  0.108	  0.797	  0.688	 -0.454	 -0.289	  0.743	 -0.019	 -0.155	 -0.099	 -0.303	 -0.656	 -0.283
          5.026	  0.105	  0.804	  0.699	 -0.455	 -0.296	  0.751	 -0.022	 -0.160	 -0.105	 -0.309	 -0.664	 -0.288
          5.028	  0.124	  0.822	  0.698	 -0.473	 -0.286	  0.760	 -0.024	 -0.162	 -0.103	 -0.310	 -0.663	 -0.290
          5.030	  0.115	  0.811	  0.697	 -0.464	 -0.291	  0.754	 -0.017	 -0.160	 -0.102	 -0.307	 -0.659	 -0.291
          5.032	  0.116	  0.793	  0.677	 -0.455	 -0.281	  0.736	 -0.018	 -0.156	 -0.100	 -0.303	 -0.654	 -0.285
          5.034	  0.119	  0.798	  0.678	 -0.458	 -0.280	  0.739	 -0.007	 -0.146	 -0.090	 -0.294	 -0.646	 -0.279
          5.036	  0.117	  0.789	  0.672	 -0.454	 -0.278	  0.731	 -0.009	 -0.141	 -0.088	 -0.291	 -0.647	 -0.281
          5.038	  0.114	  0.784	  0.670	 -0.450	 -0.279	  0.728	 -0.004	 -0.142	 -0.087	 -0.292	 -0.646	 -0.278
          5.040	  0.116	  0.785	  0.669	 -0.452	 -0.277	  0.728	 -0.015	 -0.149	 -0.091	 -0.299	 -0.647	 -0.281
          5.042	  0.123	  0.801	  0.677	 -0.462	 -0.277	  0.739	 -0.006	 -0.154	 -0.095	 -0.301	 -0.649	 -0.278
          5.044	  0.117	  0.798	  0.681	 -0.459	 -0.282	  0.740	 -0.026	 -0.170	 -0.104	 -0.311	 -0.654	 -0.283
          5.046	  0.124	  0.813	  0.689	 -0.469	 -0.282	  0.750	 -0.026	 -0.165	 -0.102	 -0.309	 -0.652	 -0.281
          5.048	  0.130	  0.825	  0.696	 -0.478	 -0.282	  0.761	 -0.029	 -0.163	 -0.103	 -0.308	 -0.652	 -0.281
          5.050	  0.113	  0.806	  0.694	 -0.460	 -0.290	  0.750	 -0.024	 -0.161	 -0.101	 -0.306	 -0.652	 -0.281
          5.052	  0.119	  0.810	  0.692	 -0.465	 -0.286	  0.751	 -0.025	 -0.161	 -0.099	 -0.302	 -0.647	 -0.277
          5.054	  0.117	  0.801	  0.684	 -0.459	 -0.283	  0.743	 -0.009	 -0.155	 -0.093	 -0.294	 -0.642	 -0.276
          5.056	  0.119	  0.804	  0.684	 -0.462	 -0.282	  0.745	 -0.007	 -0.147	 -0.087	 -0.289	 -0.640	 -0.273
          5.058	  0.120	  0.792	  0.672	 -0.457	 -0.277	  0.733	 -0.004	 -0.147	 -0.087	 -0.288	 -0.637	 -0.275
          5.060	  0.117	  0.794	  0.676	 -0.456	 -0.280	  0.735	 -0.010	 -0.149	 -0.089	 -0.291	 -0.632	 -0.275
          5.062	  0.121	  0.798	  0.677	 -0.460	 -0.278	  0.738	 -0.018	 -0.164	 -0.099	 -0.301	 -0.639	 -0.279
          5.064	  0.123	  0.816	  0.692	 -0.470	 -0.284	  0.754	 -0.029	 -0.163	 -0.103	 -0.307	 -0.643	 -0.280
          5.066	  0.121	  0.817	  0.695	 -0.469	 -0.286	  0.755	 -0.021	 -0.168	 -0.107	 -0.312	 -0.649	 -0.283
          5.068	  0.119	  0.816	  0.697	 -0.468	 -0.288	  0.757	 -0.032	 -0.175	 -0.113	 -0.319	 -0.653	 -0.283
          5.070	  0.108	  0.806	  0.699	 -0.457	 -0.295	  0.752	 -0.024	 -0.168	 -0.106	 -0.311	 -0.651	 -0.282
          5.072	  0.112	  0.798	  0.688	 -0.455	 -0.287	  0.743	 -0.017	 -0.168	 -0.105	 -0.307	 -0.651	 -0.281
          5.074	  0.117	  0.797	  0.680	 -0.458	 -0.282	  0.739	 -0.017	 -0.154	 -0.096	 -0.300	 -0.646	 -0.272
          5.076	  0.124	  0.791	  0.668	 -0.458	 -0.272	  0.731	 -0.011	 -0.153	 -0.092	 -0.297	 -0.648	 -0.271
          5.078	  0.117	  0.788	  0.670	 -0.453	 -0.277	  0.730	 -0.012	 -0.153	 -0.092	 -0.297	 -0.646	 -0.268
          5.080	  0.113	  0.793	  0.680	 -0.454	 -0.283	  0.737	 -0.012	 -0.153	 -0.091	 -0.299	 -0.644	 -0.267
          5.082	  0.122	  0.801	  0.679	 -0.462	 -0.279	  0.740	 -0.024	 -0.163	 -0.098	 -0.304	 -0.648	 -0.271
          5.084	  0.115	  0.807	  0.692	 -0.461	 -0.289	  0.750	 -0.024	 -0.167	 -0.103	 -0.310	 -0.654	 -0.277
          5.086	  0.126	  0.817	  0.692	 -0.471	 -0.283	  0.755	 -0.024	 -0.165	 -0.102	 -0.306	 -0.648	 -0.277
          5.088	  0.115	  0.822	  0.707	 -0.469	 -0.296	  0.764	 -0.034	 -0.173	 -0.106	 -0.310	 -0.649	 -0.280
          5.090	  0.120	  0.816	  0.696	 -0.469	 -0.288	  0.756	 -0.030	 -0.175	 -0.110	 -0.308	 -0.648	 -0.278
          5.092	  0.112	  0.808	  0.695	 -0.460	 -0.291	  0.752	 -0.015	 -0.161	 -0.097	 -0.295	 -0.642	 -0.263
          5.094	  0.108	  0.793	  0.684	 -0.452	 -0.287	  0.739	 -0.009	 -0.154	 -0.092	 -0.288	 -0.634	 -0.257
          5.096	  0.119	  0.797	  0.677	 -0.459	 -0.280	  0.738	 -0.006	 -0.149	 -0.089	 -0.283	 -0.625	 -0.255
          5.098	  0.123	  0.797	  0.673	 -0.460	 -0.275	  0.735	 -0.010	 -0.149	 -0.086	 -0.280	 -0.623	 -0.258
          5.100	  0.127	  0.812	  0.687	 -0.469	 -0.281	  0.750	 -0.017	 -0.144	 -0.076	 -0.283	 -0.622	 -0.259
          5.102	  0.127	  0.838	  0.711	 -0.482	 -0.292	  0.774	 -0.021	 -0.148	 -0.075	 -0.277	 -0.618	 -0.255
          5.104	  0.134	  0.871	  0.738	 -0.502	 -0.302	  0.804	 -0.011	 -0.144	 -0.064	 -0.264	 -0.609	 -0.238
          5.106	  0.129	  0.885	  0.756	 -0.507	 -0.314	  0.821	 -0.006	 -0.138	 -0.055	 -0.254	 -0.600	 -0.232
          5.108	  0.127	  0.897	  0.771	 -0.513	 -0.323	  0.835	 -0.009	 -0.141	 -0.056	 -0.254	 -0.601	 -0.234
          5.110	  0.114	  0.893	  0.779	 -0.504	 -0.332	  0.836	  0.005	 -0.141	 -0.053	 -0.253	 -0.604	 -0.236
          5.112	  0.114	  0.887	  0.775	 -0.501	 -0.331	  0.832	  0.007	 -0.145	 -0.052	 -0.249	 -0.601	 -0.232
          5.114	  0.130	  0.887	  0.757	 -0.510	 -0.314	  0.823	  0.021	 -0.117	 -0.035	 -0.233	 -0.587	 -0.221
          5.116	  0.120	  0.885	  0.764	 -0.503	 -0.323	  0.826	  0.022	 -0.124	 -0.037	 -0.233	 -0.586	 -0.217
          5.118	  0.127	  0.886	  0.759	 -0.507	 -0.316	  0.824	  0.021	 -0.117	 -0.028	 -0.221	 -0.582	 -0.208
          5.120	  0.129	  0.896	  0.767	 -0.512	 -0.319	  0.832	 -0.008	 -0.135	 -0.033	 -0.221	 -0.578	 -0.207
          5.122	  0.131	  0.916	  0.785	 -0.523	 -0.328	  0.851	 -0.040	 -0.149	 -0.039	 -0.224	 -0.575	 -0.205
          5.124	  0.144	  0.937	  0.792	 -0.541	 -0.325	  0.865	 -0.043	 -0.152	 -0.038	 -0.227	 -0.574	 -0.203
          5.126	  0.130	  0.931	  0.801	 -0.531	 -0.336	  0.868	 -0.040	 -0.163	 -0.043	 -0.230	 -0.577	 -0.204
          5.128	  0.120	  0.932	  0.811	 -0.526	 -0.345	  0.872	 -0.033	 -0.168	 -0.041	 -0.224	 -0.571	 -0.203
          5.130	  0.127	  0.921	  0.794	 -0.524	 -0.334	  0.858	 -0.038	 -0.161	 -0.040	 -0.227	 -0.576	 -0.200
          5.132	  0.140	  0.908	  0.768	 -0.524	 -0.314	  0.838	 -0.055	 -0.167	 -0.056	 -0.238	 -0.585	 -0.203
          5.134	  0.144	  0.903	  0.760	 -0.524	 -0.307	  0.832	 -0.060	 -0.171	 -0.059	 -0.237	 -0.582	 -0.205
          5.136	  0.138	  0.908	  0.771	 -0.523	 -0.318	  0.841	 -0.075	 -0.176	 -0.057	 -0.229	 -0.568	 -0.199
          5.138	  0.151	  0.929	  0.778	 -0.541	 -0.314	  0.854	 -0.060	 -0.161	 -0.038	 -0.209	 -0.550	 -0.183
          5.140	  0.159	  0.936	  0.778	 -0.548	 -0.309	  0.858	 -0.070	 -0.176	 -0.049	 -0.219	 -0.555	 -0.183
          5.142	  0.144	  0.952	  0.807	 -0.548	 -0.332	  0.880	 -0.084	 -0.190	 -0.052	 -0.214	 -0.544	 -0.169
          5.144	  0.162	  0.986	  0.825	 -0.574	 -0.332	  0.905	 -0.106	 -0.203	 -0.056	 -0.217	 -0.543	 -0.164
          5.146	  0.158	  0.976	  0.818	 -0.567	 -0.330	  0.897	 -0.120	 -0.215	 -0.068	 -0.227	 -0.548	 -0.164
          5.148	  0.167	  0.985	  0.819	 -0.576	 -0.327	  0.902	 -0.148	 -0.247	 -0.091	 -0.242	 -0.561	 -0.167
          5.150	  0.161	  0.970	  0.809	 -0.566	 -0.325	  0.890	 -0.148	 -0.249	 -0.102	 -0.252	 -0.573	 -0.173
          5.152	  0.153	  0.960	  0.806	 -0.556	 -0.327	  0.883	 -0.132	 -0.251	 -0.107	 -0.256	 -0.577	 -0.172
          5.154	  0.166	  0.936	  0.770	 -0.551	 -0.303	  0.854	 -0.123	 -0.232	 -0.100	 -0.251	 -0.576	 -0.171
          5.156	  0.160	  0.900	  0.741	 -0.529	 -0.291	  0.821	 -0.120	 -0.230	 -0.106	 -0.265	 -0.586	 -0.187
          5.158	  0.192	  0.889	  0.697	 -0.540	 -0.253	  0.793	 -0.121	 -0.220	 -0.101	 -0.267	 -0.590	 -0.194
          5.160	  0.200	  0.874	  0.674	 -0.537	 -0.237	  0.774	 -0.119	 -0.207	 -0.101	 -0.273	 -0.598	 -0.203
          5.162	  0.191	  0.868	  0.677	 -0.529	 -0.243	  0.772	 -0.120	 -0.205	 -0.102	 -0.278	 -0.600	 -0.199
          5.164	  0.188	  0.872	  0.684	 -0.529	 -0.248	  0.778	 -0.114	 -0.209	 -0.105	 -0.282	 -0.601	 -0.199
          5.166	  0.209	  0.861	  0.651	 -0.535	 -0.221	  0.756	 -0.131	 -0.212	 -0.112	 -0.293	 -0.609	 -0.210
          5.168	  0.205	  0.861	  0.655	 -0.533	 -0.225	  0.758	 -0.122	 -0.201	 -0.102	 -0.287	 -0.606	 -0.208
          5.170	  0.199	  0.843	  0.643	 -0.521	 -0.222	  0.744	 -0.113	 -0.197	 -0.102	 -0.289	 -0.615	 -0.218
          5.172	  0.179	  0.845	  0.665	 -0.512	 -0.243	  0.755	 -0.083	 -0.174	 -0.084	 -0.276	 -0.612	 -0.216
          5.174	  0.173	  0.843	  0.669	 -0.508	 -0.247	  0.756	 -0.059	 -0.161	 -0.069	 -0.257	 -0.600	 -0.210
          5.176	  0.144	  0.828	  0.683	 -0.486	 -0.270	  0.756	 -0.038	 -0.157	 -0.070	 -0.258	 -0.602	 -0.213
          5.178	  0.143	  0.820	  0.676	 -0.482	 -0.267	  0.749	 -0.028	 -0.154	 -0.070	 -0.260	 -0.603	 -0.221
          5.180	  0.125	  0.802	  0.677	 -0.464	 -0.276	  0.740	 -0.019	 -0.159	 -0.079	 -0.271	 -0.609	 -0.233
          5.182	  0.138	  0.808	  0.671	 -0.473	 -0.267	  0.739	 -0.027	 -0.172	 -0.091	 -0.282	 -0.619	 -0.234
          5.184	  0.131	  0.818	  0.686	 -0.474	 -0.278	  0.751	 -0.036	 -0.183	 -0.101	 -0.291	 -0.624	 -0.234
          5.186	  0.117	  0.811	  0.696	 -0.464	 -0.290	  0.754	 -0.031	 -0.176	 -0.102	 -0.295	 -0.632	 -0.242
          5.188	  0.126	  0.815	  0.689	 -0.471	 -0.281	  0.752	 -0.033	 -0.179	 -0.108	 -0.306	 -0.638	 -0.254
          5.190	  0.116	  0.791	  0.675	 -0.455	 -0.279	  0.734	 -0.026	 -0.176	 -0.113	 -0.314	 -0.650	 -0.265
          5.192	  0.102	  0.772	  0.671	 -0.437	 -0.286	  0.722	 -0.016	 -0.171	 -0.112	 -0.312	 -0.648	 -0.268
          5.194	  0.101	  0.758	  0.658	 -0.429	 -0.279	  0.709	 -0.011	 -0.168	 -0.108	 -0.310	 -0.652	 -0.270
          5.196	  0.107	  0.752	  0.644	 -0.430	 -0.269	  0.698	 -0.013	 -0.170	 -0.112	 -0.309	 -0.653	 -0.265
          5.198	  0.087	  0.734	  0.646	 -0.411	 -0.279	  0.690	  0.003	 -0.166	 -0.113	 -0.312	 -0.654	 -0.268
          5.200	  0.096	  0.745	  0.649	 -0.421	 -0.277	  0.699	 -0.003	 -0.166	 -0.113	 -0.316	 -0.655	 -0.262
          5.202	  0.104	  0.751	  0.647	 -0.428	 -0.271	  0.700	 -0.015	 -0.174	 -0.120	 -0.323	 -0.660	 -0.265
          5.204	  0.095	  0.755	  0.661	 -0.425	 -0.283	  0.709	 -0.013	 -0.175	 -0.119	 -0.321	 -0.660	 -0.263
          5.206	  0.094	  0.757	  0.662	 -0.426	 -0.284	  0.710	 -0.015	 -0.180	 -0.124	 -0.325	 -0.663	 -0.272
          5.208	  0.081	  0.749	  0.669	 -0.415	 -0.294	  0.710	 -0.024	 -0.189	 -0.129	 -0.330	 -0.671	 -0.280
          5.210	  0.074	  0.734	  0.660	 -0.405	 -0.293	  0.698	 -0.013	 -0.181	 -0.123	 -0.328	 -0.672	 -0.284
          5.212	  0.106	  0.757	  0.652	 -0.432	 -0.273	  0.706	  0.008	 -0.155	 -0.100	 -0.312	 -0.660	 -0.276
          5.214	  0.084	  0.725	  0.641	 -0.405	 -0.280	  0.683	  0.015	 -0.144	 -0.096	 -0.312	 -0.660	 -0.281
          5.216	  0.089	  0.718	  0.629	 -0.404	 -0.270	  0.674	  0.032	 -0.110	 -0.074	 -0.299	 -0.658	 -0.285
          5.218	  0.086	  0.699	  0.613	 -0.393	 -0.264	  0.656	  0.060	 -0.059	 -0.042	 -0.287	 -0.663	 -0.299
          5.220	  0.094	  0.684	  0.592	 -0.390	 -0.249	  0.638	  0.074	 -0.004	 -0.004	 -0.278	 -0.678	 -0.322
