   Elapsed time	   ECG1	   ECG2
          3.548	 -0.004	  0.053
          3.550	 -0.006	  0.054
          3.552	 -0.009	  0.054
          3.554	 -0.009	  0.055
          3.556	 -0.009	  0.055
          3.558	 -0.007	  0.055
          3.560	 -0.006	  0.055
          3.562	 -0.005	  0.056
          3.564	 -0.005	  0.058
          3.566	 -0.009	  0.057
          3.568	 -0.013	  0.058
          3.570	 -0.013	  0.057
          3.572	 -0.013	  0.056
          3.574	 -0.015	  0.055
          3.576	 -0.016	  0.053
          3.578	 -0.013	  0.053
          3.580	 -0.013	  0.052
          3.582	 -0.014	  0.052
          3.584	 -0.015	  0.051
          3.586	 -0.015	  0.052
          3.588	 -0.015	  0.052
          3.590	 -0.013	  0.052
          3.592	 -0.011	  0.052
          3.594	 -0.014	  0.052
          3.596	 -0.017	  0.051
          3.598	 -0.017	  0.051
          3.600	 -0.017	  0.051
          3.602	 -0.018	  0.052
          3.604	 -0.019	  0.053
          3.606	 -0.021	  0.052
          3.608	 -0.021	  0.052
          3.610	 -0.021	  0.050
          3.612	 -0.020	  0.046
          3.614	 -0.021	  0.046
          3.616	 -0.022	  0.045
          3.618	 -0.024	  0.045
          3.620	 -0.025	  0.046
          3.622	 -0.025	  0.046
          3.624	 -0.026	  0.046
          3.626	 -0.028	  0.046
          3.628	 -0.029	  0.046
          3.630	 -0.031	  0.046
          3.632	 -0.034	  0.045
          3.634	 -0.035	  0.045
          3.636	 -0.035	  0.045
          3.638	 -0.036	  0.043
          3.640	 -0.038	  0.042
          3.642	 -0.038	  0.041
          3.644	 -0.039	  0.039
          3.646	 -0.041	  0.037
          3.648	 -0.042	  0.035
          3.650	 -0.042	  0.035
          3.652	 -0.042	  0.035
          3.654	 -0.041	  0.035
          3.656	 -0.040	  0.035
          3.658	 -0.043	  0.036
          3.660	 -0.046	  0.037
          3.662	 -0.046	  0.036
          3.664	 -0.048	  0.036
          3.666	 -0.047	  0.035
          3.668	 -0.047	  0.034
          3.670	 -0.049	  0.033
          3.672	 -0.051	  0.031
          3.674	 -0.051	  0.030
          3.676	 -0.052	  0.029
          3.678	 -0.054	  0.029
          3.680	 -0.056	  0.030
          3.682	 -0.052	  0.029
          3.684	 -0.050	  0.029
          3.686	 -0.051	  0.029
          3.688	 -0.053	  0.029
          3.690	 -0.055	  0.028
          3.692	 -0.057	  0.028
          3.694	 -0.058	  0.029
          3.696	 -0.059	  0.029
          3.698	 -0.060	  0.029
          3.700	 -0.062	  0.030
          3.702	 -0.061	  0.028
          3.704	 -0.062	  0.025
          3.706	 -0.062	  0.025
          3.708	 -0.062	  0.025
          3.710	 -0.062	  0.025
          3.712	 -0.061	  0.026
          3.714	 -0.062	  0.025
          3.716	 -0.064	  0.025
          3.718	 -0.063	  0.025
          3.720	 -0.062	  0.025
          3.722	 -0.065	  0.025
          3.724	 -0.068	  0.025
          3.726	 -0.068	  0.026
          3.728	 -0.068	  0.026
          3.730	 -0.069	  0.025
          3.732	 -0.070	  0.022
          3.734	 -0.070	  0.020
          3.736	 -0.071	  0.019
          3.738	 -0.072	  0.017
          3.740	 -0.072	  0.015
          3.742	 -0.073	  0.015
          3.744	 -0.074	  0.015
          3.746	 -0.073	  0.015
          3.748	 -0.073	  0.013
          3.750	 -0.075	  0.015
          3.752	 -0.077	  0.015
          3.754	 -0.077	  0.014
          3.756	 -0.076	  0.013
          3.758	 -0.077	  0.015
          3.760	 -0.080	  0.015
          3.762	 -0.081	  0.015
          3.764	 -0.082	  0.014
          3.766	 -0.082	  0.013
          3.768	 -0.082	  0.011
          3.770	 -0.083	  0.008
          3.772	 -0.083	  0.006
          3.774	 -0.081	  0.006
          3.776	 -0.080	  0.007
          3.778	 -0.081	  0.009
          3.780	 -0.083	  0.011
          3.782	 -0.081	  0.011
          3.784	 -0.080	  0.013
          3.786	 -0.079	  0.013
          3.788	 -0.079	  0.013
          3.790	 -0.077	  0.013
          3.792	 -0.076	  0.014
          3.794	 -0.079	  0.015
          3.796	 -0.083	  0.016
          3.798	 -0.081	  0.015
          3.800	 -0.080	  0.015
          3.802	 -0.081	  0.015
          3.804	 -0.083	  0.015
          3.806	 -0.081	  0.013
          3.808	 -0.080	  0.011
          3.810	 -0.081	  0.011
          3.812	 -0.083	  0.010
          3.814	 -0.084	  0.012
          3.816	 -0.084	  0.013
          3.818	 -0.085	  0.016
          3.820	 -0.085	  0.018
          3.822	 -0.083	  0.021
          3.824	 -0.081	  0.024
          3.826	 -0.081	  0.024
          3.828	 -0.082	  0.025
          3.830	 -0.082	  0.026
          3.832	 -0.082	  0.029
          3.834	 -0.082	  0.031
          3.836	 -0.083	  0.034
          3.838	 -0.081	  0.039
          3.840	 -0.080	  0.044
          3.842	 -0.079	  0.047
          3.844	 -0.078	  0.051
          3.846	 -0.076	  0.052
          3.848	 -0.076	  0.053
          3.850	 -0.075	  0.055
          3.852	 -0.075	  0.056
          3.854	 -0.073	  0.058
          3.856	 -0.072	  0.060
          3.858	 -0.071	  0.064
          3.860	 -0.070	  0.068
          3.862	 -0.067	  0.073
          3.864	 -0.064	  0.079
          3.866	 -0.063	  0.081
          3.868	 -0.062	  0.083
          3.870	 -0.059	  0.082
          3.872	 -0.057	  0.081
          3.874	 -0.056	  0.076
          3.876	 -0.055	  0.072
          3.878	 -0.056	  0.070
          3.880	 -0.057	  0.068
          3.882	 -0.057	  0.065
          3.884	 -0.058	  0.062
          3.886	 -0.054	  0.062
          3.888	 -0.051	  0.061
          3.890	 -0.046	  0.061
          3.892	 -0.042	  0.060
          3.894	 -0.043	  0.062
          3.896	 -0.044	  0.062
          3.898	 -0.045	  0.062
          3.900	 -0.048	  0.062
          3.902	 -0.051	  0.061
          3.904	 -0.053	  0.061
          3.906	 -0.055	  0.061
          3.908	 -0.058	  0.063
          3.910	 -0.059	  0.059
          3.912	 -0.061	  0.056
          3.914	 -0.061	  0.054
          3.916	 -0.062	  0.054
          3.918	 -0.062	  0.052
          3.920	 -0.061	  0.050
          3.922	 -0.062	  0.051
          3.924	 -0.062	  0.050
          3.926	 -0.063	  0.048
          3.928	 -0.062	  0.046
          3.930	 -0.064	  0.046
          3.932	 -0.065	  0.046
          3.934	 -0.066	  0.048
          3.936	 -0.068	  0.051
          3.938	 -0.069	  0.047
          3.940	 -0.071	  0.045
          3.942	 -0.072	  0.044
          3.944	 -0.074	  0.043
          3.946	 -0.075	  0.042
          3.948	 -0.077	  0.042
          3.950	 -0.079	  0.043
          3.952	 -0.079	  0.044
          3.954	 -0.078	  0.047
          3.956	 -0.077	  0.050
          3.958	 -0.080	  0.052
          3.960	 -0.081	  0.053
          3.962	 -0.082	  0.054
          3.964	 -0.084	  0.053
          3.966	 -0.084	  0.052
          3.968	 -0.084	  0.050
          3.970	 -0.085	  0.050
          3.972	 -0.086	  0.050
          3.974	 -0.086	  0.049
          3.976	 -0.086	  0.046
          3.978	 -0.086	  0.045
          3.980	 -0.085	  0.045
          3.982	 -0.083	  0.045
          3.984	 -0.080	  0.045
          3.986	 -0.083	  0.048
          3.988	 -0.085	  0.050
          3.990	 -0.086	  0.051
          3.992	 -0.086	  0.053
          3.994	 -0.087	  0.055
          3.996	 -0.087	  0.058
          3.998	 -0.088	  0.062
          4.000	 -0.088	  0.067
          4.002	 -0.089	  0.073
          4.004	 -0.088	  0.080
          4.006	 -0.087	  0.089
          4.008	 -0.086	  0.099
          4.010	 -0.084	  0.107
          4.012	 -0.081	  0.115
          4.014	 -0.082	  0.127
          4.016	 -0.083	  0.140
          4.018	 -0.081	  0.155
          4.020	 -0.079	  0.171
          4.022	 -0.078	  0.201
          4.024	 -0.076	  0.231
          4.026	 -0.071	  0.279
          4.028	 -0.066	  0.326
          4.030	 -0.060	  0.388
          4.032	 -0.055	  0.450
          4.034	 -0.048	  0.510
          4.036	 -0.040	  0.571
          4.038	 -0.032	  0.619
          4.040	 -0.024	  0.666
          4.042	 -0.012	  0.694
          4.044	  0.001	  0.722
          4.046	  0.017	  0.714
          4.048	  0.033	  0.705
          4.050	  0.059	  0.687
          4.052	  0.085	  0.669
          4.054	  0.128	  0.620
          4.056	  0.171	  0.572
          4.058	  0.226	  0.528
          4.060	  0.281	  0.485
          4.062	  0.331	  0.449
          4.064	  0.383	  0.412
          4.066	  0.420	  0.383
          4.068	  0.459	  0.353
          4.070	  0.479	  0.318
          4.072	  0.499	  0.282
          4.074	  0.490	  0.244
          4.076	  0.481	  0.206
          4.078	  0.459	  0.175
          4.080	  0.436	  0.144
          4.082	  0.392	  0.117
          4.084	  0.346	  0.089
          4.086	  0.307	  0.072
          4.088	  0.269	  0.056
          4.090	  0.241	  0.046
          4.092	  0.214	  0.036
          4.094	  0.187	  0.030
          4.096	  0.160	  0.024
          4.098	  0.134	  0.018
          4.100	  0.108	  0.013
          4.102	  0.076	  0.006
          4.104	  0.044	 -0.001
          4.106	  0.018	 -0.005
          4.108	 -0.011	 -0.010
          4.110	 -0.033	 -0.013
          4.112	 -0.056	 -0.015
          4.114	 -0.067	 -0.017
          4.116	 -0.079	 -0.018
          4.118	 -0.086	 -0.021
          4.120	 -0.094	 -0.022
          4.122	 -0.098	 -0.024
          4.124	 -0.102	 -0.026
          4.126	 -0.106	 -0.029
          4.128	 -0.111	 -0.030
          4.130	 -0.117	 -0.030
          4.132	 -0.122	 -0.031
          4.134	 -0.127	 -0.033
          4.136	 -0.130	 -0.035
          4.138	 -0.134	 -0.037
          4.140	 -0.137	 -0.038
          4.142	 -0.139	 -0.041
          4.144	 -0.143	 -0.043
          4.146	 -0.144	 -0.044
          4.148	 -0.146	 -0.045
          4.150	 -0.147	 -0.046
          4.152	 -0.148	 -0.046
          4.154	 -0.148	 -0.046
          4.156	 -0.149	 -0.045
          4.158	 -0.150	 -0.047
          4.160	 -0.151	 -0.049
          4.162	 -0.152	 -0.050
          4.164	 -0.152	 -0.051
          4.166	 -0.155	 -0.050
          4.168	 -0.159	 -0.050
          4.170	 -0.162	 -0.051
          4.172	 -0.164	 -0.052
          4.174	 -0.164	 -0.053
          4.176	 -0.164	 -0.053
          4.178	 -0.164	 -0.054
          4.180	 -0.165	 -0.054
          4.182	 -0.166	 -0.053
          4.184	 -0.168	 -0.051
          4.186	 -0.168	 -0.052
          4.188	 -0.168	 -0.054
          4.190	 -0.167	 -0.053
          4.192	 -0.165	 -0.052
          4.194	 -0.169	 -0.052
          4.196	 -0.171	 -0.053
          4.198	 -0.172	 -0.052
          4.200	 -0.173	 -0.052
          4.202	 -0.174	 -0.053
          4.204	 -0.175	 -0.055
          4.206	 -0.176	 -0.055
          4.208	 -0.177	 -0.056
          4.210	 -0.178	 -0.056
          4.212	 -0.178	 -0.058
          4.214	 -0.180	 -0.058
          4.216	 -0.183	 -0.059
          4.218	 -0.181	 -0.060
          4.220	 -0.178	 -0.061
          4.222	 -0.180	 -0.064
          4.224	 -0.183	 -0.065
          4.226	 -0.182	 -0.066
          4.228	 -0.181	 -0.068
          4.230	 -0.181	 -0.069
          4.232	 -0.181	 -0.069
          4.234	 -0.181	 -0.070
          4.236	 -0.181	 -0.071
          4.238	 -0.180	 -0.072
          4.240	 -0.179	 -0.073
          4.242	 -0.181	 -0.075
          4.244	 -0.182	 -0.075
          4.246	 -0.183	 -0.075
          4.248	 -0.182	 -0.075
          4.250	 -0.183	 -0.076
          4.252	 -0.184	 -0.076
          4.254	 -0.184	 -0.077
          4.256	 -0.184	 -0.077
          4.258	 -0.185	 -0.079
          4.260	 -0.188	 -0.080
          4.262	 -0.188	 -0.079
          4.264	 -0.188	 -0.079
          4.266	 -0.188	 -0.079
          4.268	 -0.189	 -0.079
          4.270	 -0.191	 -0.076
          4.272	 -0.193	 -0.074
          4.274	 -0.191	 -0.070
          4.276	 -0.190	 -0.067
          4.278	 -0.192	 -0.064
          4.280	 -0.193	 -0.061
          4.282	 -0.190	 -0.057
          4.284	 -0.187	 -0.052
          4.286	 -0.189	 -0.048
          4.288	 -0.190	 -0.043
          4.290	 -0.190	 -0.036
          4.292	 -0.190	 -0.030
          4.294	 -0.189	 -0.025
          4.296	 -0.188	 -0.018
          4.298	 -0.188	 -0.013
          4.300	 -0.189	 -0.009
          4.302	 -0.184	 -0.004
          4.304	 -0.180	  0.001
          4.306	 -0.178	  0.009
          4.308	 -0.176	  0.017
          4.310	 -0.171	  0.021
          4.312	 -0.167	  0.028
          4.314	 -0.165	  0.034
          4.316	 -0.163	  0.040
          4.318	 -0.158	  0.048
          4.320	 -0.152	  0.055
          4.322	 -0.148	  0.064
          4.324	 -0.144	  0.071
          4.326	 -0.140	  0.079
          4.328	 -0.135	  0.086
          4.330	 -0.130	  0.091
          4.332	 -0.125	  0.096
          4.334	 -0.119	  0.102
          4.336	 -0.114	  0.106
          4.338	 -0.107	  0.112
          4.340	 -0.101	  0.117
          4.342	 -0.095	  0.122
          4.344	 -0.088	  0.129
          4.346	 -0.082	  0.133
          4.348	 -0.075	  0.138
          4.350	 -0.069	  0.142
          4.352	 -0.062	  0.148
          4.354	 -0.058	  0.149
          4.356	 -0.052	  0.151
          4.358	 -0.049	  0.153
          4.360	 -0.045	  0.155
          4.362	 -0.042	  0.151
          4.364	 -0.039	  0.147
          4.366	 -0.035	  0.142
          4.368	 -0.032	  0.139
          4.370	 -0.028	  0.135
          4.372	 -0.024	  0.132
          4.374	 -0.020	  0.129
          4.376	 -0.016	  0.125
          4.378	 -0.014	  0.122
          4.380	 -0.013	  0.118
          4.382	 -0.013	  0.113
          4.384	 -0.013	  0.107
          4.386	 -0.013	  0.103
          4.388	 -0.013	  0.100
          4.390	 -0.015	  0.095
          4.392	 -0.016	  0.088
          4.394	 -0.021	  0.083
          4.396	 -0.024	  0.077
          4.398	 -0.025	  0.071
          4.400	 -0.026	  0.066
          4.402	 -0.031	  0.059
          4.404	 -0.035	  0.054
          4.406	 -0.038	  0.048
          4.408	 -0.041	  0.043
          4.410	 -0.045	  0.038
          4.412	 -0.051	  0.034
          4.414	 -0.054	  0.033
          4.416	 -0.059	  0.033
          4.418	 -0.062	  0.030
          4.420	 -0.066	  0.027
          4.422	 -0.070	  0.025
          4.424	 -0.073	  0.022
          4.426	 -0.077	  0.018
          4.428	 -0.080	  0.013
          4.430	 -0.086	  0.011
          4.432	 -0.091	  0.009
          4.434	 -0.095	  0.005
          4.436	 -0.099	  0.003
          4.438	 -0.100	  0.003
          4.440	 -0.101	  0.001
          4.442	 -0.104	  0.000
          4.444	 -0.107	 -0.001
          4.446	 -0.110	 -0.004
          4.448	 -0.111	 -0.006
          4.450	 -0.114	 -0.006
          4.452	 -0.116	 -0.006
          4.454	 -0.118	 -0.009
          4.456	 -0.121	 -0.012
          4.458	 -0.123	 -0.014
          4.460	 -0.125	 -0.016
          4.462	 -0.126	 -0.018
          4.464	 -0.127	 -0.021
          4.466	 -0.130	 -0.022
          4.468	 -0.132	 -0.022
          4.470	 -0.133	 -0.023
          4.472	 -0.135	 -0.024
          4.474	 -0.136	 -0.025
          4.476	 -0.136	 -0.026
          4.478	 -0.136	 -0.025
          4.480	 -0.137	 -0.025
          4.482	 -0.138	 -0.024
          4.484	 -0.139	 -0.022
          4.486	 -0.141	 -0.022
          4.488	 -0.141	 -0.022
          4.490	 -0.142	 -0.023
          4.492	 -0.142	 -0.022
          4.494	 -0.144	 -0.023
          4.496	 -0.146	 -0.024
          4.498	 -0.148	 -0.023
          4.500	 -0.150	 -0.022
          4.502	 -0.150	 -0.022
          4.504	 -0.150	 -0.023
          4.506	 -0.152	 -0.023
          4.508	 -0.154	 -0.022
          4.510	 -0.154	 -0.025
          4.512	 -0.155	 -0.026
          4.514	 -0.155	 -0.027
          4.516	 -0.155	 -0.029
          4.518	 -0.151	 -0.029
          4.520	 -0.147	 -0.029
          4.522	 -0.151	 -0.028
          4.524	 -0.154	 -0.026
          4.526	 -0.154	 -0.025
          4.528	 -0.154	 -0.024
          4.530	 -0.154	 -0.025
          4.532	 -0.154	 -0.026
          4.534	 -0.155	 -0.028
          4.536	 -0.155	 -0.029
          4.538	 -0.156	 -0.033
          4.540	 -0.156	 -0.035
          4.542	 -0.157	 -0.036
          4.544	 -0.158	 -0.037
          4.546	 -0.155	 -0.037
          4.548	 -0.154	 -0.037
          4.550	 -0.153	 -0.037
          4.552	 -0.153	 -0.038
          4.554	 -0.153	 -0.038
          4.556	 -0.151	 -0.039
          4.558	 -0.151	 -0.040
          4.560	 -0.150	 -0.041
          4.562	 -0.151	 -0.041
          4.564	 -0.151	 -0.041
          4.566	 -0.152	 -0.045
          4.568	 -0.152	 -0.050
          4.570	 -0.152	 -0.054
          4.572	 -0.154	 -0.059
          4.574	 -0.154	 -0.059
          4.576	 -0.155	 -0.060
          4.578	 -0.154	 -0.060
          4.580	 -0.153	 -0.061
          4.582	 -0.152	 -0.059
          4.584	 -0.151	 -0.059
          4.586	 -0.151	 -0.058
          4.588	 -0.152	 -0.057
          4.590	 -0.153	 -0.057
          4.592	 -0.154	 -0.055
          4.594	 -0.155	 -0.056
          4.596	 -0.158	 -0.057
          4.598	 -0.159	 -0.056
          4.600	 -0.160	 -0.055
          4.602	 -0.160	 -0.056
          4.604	 -0.159	 -0.056
          4.606	 -0.159	 -0.058
          4.608	 -0.159	 -0.059
          4.610	 -0.157	 -0.059
          4.612	 -0.153	 -0.058
          4.614	 -0.157	 -0.059
          4.616	 -0.159	 -0.059
          4.618	 -0.158	 -0.059
          4.620	 -0.155	 -0.059
          4.622	 -0.155	 -0.060
          4.624	 -0.155	 -0.061
          4.626	 -0.155	 -0.061
          4.628	 -0.155	 -0.060
          4.630	 -0.157	 -0.062
          4.632	 -0.159	 -0.065
          4.634	 -0.161	 -0.067
          4.636	 -0.163	 -0.070
          4.638	 -0.162	 -0.072
          4.640	 -0.162	 -0.075
          4.642	 -0.163	 -0.076
          4.644	 -0.164	 -0.077
          4.646	 -0.165	 -0.076
          4.648	 -0.165	 -0.076
          4.650	 -0.167	 -0.076
          4.652	 -0.169	 -0.076
          4.654	 -0.170	 -0.076
          4.656	 -0.170	 -0.075
          4.658	 -0.170	 -0.078
          4.660	 -0.169	 -0.080
          4.662	 -0.170	 -0.080
          4.664	 -0.171	 -0.080
          4.666	 -0.171	 -0.081
          4.668	 -0.172	 -0.083
          4.670	 -0.172	 -0.084
          4.672	 -0.171	 -0.085
          4.674	 -0.170	 -0.086
          4.676	 -0.168	 -0.088
          4.678	 -0.167	 -0.090
          4.680	 -0.167	 -0.092
          4.682	 -0.165	 -0.091
          4.684	 -0.164	 -0.091
          4.686	 -0.164	 -0.092
          4.688	 -0.164	 -0.093
          4.690	 -0.164	 -0.093
          4.692	 -0.163	 -0.093
          4.694	 -0.162	 -0.096
          4.696	 -0.162	 -0.098
          4.698	 -0.161	 -0.098
          4.700	 -0.159	 -0.098
          4.702	 -0.160	 -0.099
          4.704	 -0.161	 -0.099
          4.706	 -0.163	 -0.101
          4.708	 -0.165	 -0.102
          4.710	 -0.164	 -0.102
          4.712	 -0.164	 -0.102
          4.714	 -0.165	 -0.102
          4.716	 -0.165	 -0.103
          4.718	 -0.165	 -0.101
          4.720	 -0.165	 -0.100
          4.722	 -0.164	 -0.101
          4.724	 -0.164	 -0.102
          4.726	 -0.162	 -0.103
          4.728	 -0.159	 -0.103
          4.730	 -0.160	 -0.104
          4.732	 -0.162	 -0.105
          4.734	 -0.164	 -0.107
          4.736	 -0.165	 -0.109
          4.738	 -0.163	 -0.107
          4.740	 -0.161	 -0.104
          4.742	 -0.162	 -0.104
          4.744	 -0.163	 -0.104
          4.746	 -0.163	 -0.103
          4.748	 -0.162	 -0.102
          4.750	 -0.161	 -0.102
          4.752	 -0.161	 -0.104
          4.754	 -0.161	 -0.103
          4.756	 -0.160	 -0.102
          4.758	 -0.160	 -0.101
          4.760	 -0.160	 -0.099
          4.762	 -0.159	 -0.099
          4.764	 -0.158	 -0.098
          4.766	 -0.157	 -0.096
          4.768	 -0.157	 -0.095
          4.770	 -0.157	 -0.093
          4.772	 -0.156	 -0.093
          4.774	 -0.154	 -0.092
          4.776	 -0.153	 -0.093
          4.778	 -0.151	 -0.090
          4.780	 -0.150	 -0.088
          4.782	 -0.149	 -0.086
          4.784	 -0.147	 -0.083
          4.786	 -0.146	 -0.080
          4.788	 -0.145	 -0.077
          4.790	 -0.144	 -0.073
          4.792	 -0.142	 -0.069
          4.794	 -0.143	 -0.065
          4.796	 -0.145	 -0.063
          4.798	 -0.143	 -0.060
          4.800	 -0.144	 -0.058
          4.802	 -0.141	 -0.059
          4.804	 -0.138	 -0.061
          4.806	 -0.138	 -0.061
          4.808	 -0.137	 -0.061
          4.810	 -0.135	 -0.060
          4.812	 -0.133	 -0.059
          4.814	 -0.131	 -0.055
          4.816	 -0.128	 -0.051
          4.818	 -0.122	 -0.049
          4.820	 -0.117	 -0.046
          4.822	 -0.118	 -0.047
          4.824	 -0.119	 -0.048
          4.826	 -0.118	 -0.049
          4.828	 -0.118	 -0.049
          4.830	 -0.118	 -0.053
          4.832	 -0.119	 -0.057
          4.834	 -0.120	 -0.060
          4.836	 -0.122	 -0.065
          4.838	 -0.121	 -0.069
          4.840	 -0.120	 -0.072
          4.842	 -0.118	 -0.073
          4.844	 -0.117	 -0.075
          4.846	 -0.115	 -0.073
          4.848	 -0.111	 -0.070
          4.850	 -0.111	 -0.070
          4.852	 -0.112	 -0.070
          4.854	 -0.114	 -0.068
          4.856	 -0.116	 -0.067
          4.858	 -0.119	 -0.067
          4.860	 -0.123	 -0.069
          4.862	 -0.124	 -0.070
          4.864	 -0.127	 -0.070
          4.866	 -0.129	 -0.075
          4.868	 -0.130	 -0.080
          4.870	 -0.130	 -0.083
          4.872	 -0.131	 -0.086
          4.874	 -0.129	 -0.087
          4.876	 -0.128	 -0.087
          4.878	 -0.128	 -0.089
          4.880	 -0.128	 -0.090
          4.882	 -0.126	 -0.090
          4.884	 -0.126	 -0.089
          4.886	 -0.127	 -0.090
          4.888	 -0.128	 -0.089
          4.890	 -0.129	 -0.089
          4.892	 -0.130	 -0.087
          4.894	 -0.132	 -0.089
          4.896	 -0.134	 -0.091
          4.898	 -0.136	 -0.092
          4.900	 -0.137	 -0.092
          4.902	 -0.136	 -0.093
          4.904	 -0.135	 -0.092
          4.906	 -0.137	 -0.092
          4.908	 -0.138	 -0.092
          4.910	 -0.136	 -0.092
          4.912	 -0.134	 -0.091
          4.914	 -0.135	 -0.091
          4.916	 -0.136	 -0.091
          4.918	 -0.135	 -0.091
          4.920	 -0.134	 -0.090
          4.922	 -0.135	 -0.090
          4.924	 -0.134	 -0.091
          4.926	 -0.133	 -0.089
          4.928	 -0.133	 -0.087
          4.930	 -0.132	 -0.086
          4.932	 -0.132	 -0.085
          4.934	 -0.132	 -0.083
          4.936	 -0.132	 -0.080
          4.938	 -0.129	 -0.079
          4.940	 -0.126	 -0.079
          4.942	 -0.126	 -0.078
          4.944	 -0.126	 -0.077
          4.946	 -0.127	 -0.075
          4.948	 -0.127	 -0.074
          4.950	 -0.127	 -0.071
          4.952	 -0.127	 -0.069
          4.954	 -0.126	 -0.066
          4.956	 -0.126	 -0.062
          4.958	 -0.127	 -0.059
          4.960	 -0.129	 -0.057
          4.962	 -0.128	 -0.050
          4.964	 -0.127	 -0.042
          4.966	 -0.128	 -0.035
          4.968	 -0.128	 -0.028
          4.970	 -0.126	 -0.018
          4.972	 -0.124	 -0.009
          4.974	 -0.121	  0.004
          4.976	 -0.119	  0.018
          4.978	 -0.117	  0.037
          4.980	 -0.117	  0.058
          4.982	 -0.114	  0.091
          4.984	 -0.112	  0.124
          4.986	 -0.108	  0.178
          4.988	 -0.105	  0.231
          4.990	 -0.101	  0.298
          4.992	 -0.096	  0.365
          4.994	 -0.089	  0.429
          4.996	 -0.083	  0.493
          4.998	 -0.074	  0.541
          5.000	 -0.065	  0.588
          5.002	 -0.056	  0.608
          5.004	 -0.046	  0.628
          5.006	 -0.028	  0.618
          5.008	 -0.010	  0.609
          5.010	  0.018	  0.572
          5.012	  0.048	  0.535
          5.014	  0.092	  0.484
          5.016	  0.138	  0.432
          5.018	  0.191	  0.384
          5.020	  0.245	  0.335
          5.022	  0.292	  0.305
          5.024	  0.340	  0.276
          5.026	  0.377	  0.245
          5.028	  0.413	  0.215
          5.030	  0.422	  0.181
          5.032	  0.430	  0.147
          5.034	  0.421	  0.110
          5.036	  0.413	  0.072
          5.038	  0.381	  0.043
          5.040	  0.347	  0.013
          5.042	  0.303	 -0.006
          5.044	  0.260	 -0.025
          5.046	  0.222	 -0.036
          5.048	  0.184	 -0.048
          5.050	  0.162	 -0.054
          5.052	  0.141	 -0.061
          5.054	  0.118	 -0.067
          5.056	  0.097	 -0.071
          5.058	  0.066	 -0.077
          5.060	  0.036	 -0.084
          5.062	  0.009	 -0.090
          5.064	 -0.020	 -0.097
          5.066	 -0.041	 -0.099
          5.068	 -0.061	 -0.101
          5.070	 -0.076	 -0.104
          5.072	 -0.090	 -0.107
          5.074	 -0.097	 -0.110
          5.076	 -0.103	 -0.113
          5.078	 -0.108	 -0.114
          5.080	 -0.113	 -0.116
          5.082	 -0.117	 -0.115
          5.084	 -0.122	 -0.113
          5.086	 -0.127	 -0.113
          5.088	 -0.130	 -0.113
          5.090	 -0.133	 -0.112
          5.092	 -0.135	 -0.110
          5.094	 -0.138	 -0.111
          5.096	 -0.140	 -0.111
          5.098	 -0.140	 -0.111
          5.100	 -0.141	 -0.110
          5.102	 -0.141	 -0.110
          5.104	 -0.141	 -0.111
          5.106	 -0.144	 -0.111
          5.108	 -0.146	 -0.111
          5.110	 -0.147	 -0.108
          5.112	 -0.147	 -0.106
          5.114	 -0.147	 -0.108
          5.116	 -0.147	 -0.108
          5.118	 -0.145	 -0.107
          5.120	 -0.144	 -0.105
          5.122	 -0.147	 -0.104
          5.124	 -0.150	 -0.102
          5.126	 -0.150	 -0.103
          5.128	 -0.151	 -0.103
          5.130	 -0.149	 -0.104
          5.132	 -0.147	 -0.106
          5.134	 -0.149	 -0.106
          5.136	 -0.150	 -0.106
          5.138	 -0.149	 -0.106
          5.140	 -0.149	 -0.106
          5.142	 -0.149	 -0.106
          5.144	 -0.148	 -0.106
          5.146	 -0.147	 -0.104
          5.148	 -0.144	 -0.102
          5.150	 -0.147	 -0.102
          5.152	 -0.149	 -0.103
          5.154	 -0.151	 -0.102
          5.156	 -0.151	 -0.102
          5.158	 -0.152	 -0.104
          5.160	 -0.153	 -0.105
          5.162	 -0.153	 -0.104
          5.164	 -0.152	 -0.102
          5.166	 -0.151	 -0.106
          5.168	 -0.150	 -0.108
          5.170	 -0.153	 -0.109
          5.172	 -0.154	 -0.108
          5.174	 -0.153	 -0.106
          5.176	 -0.152	 -0.104
          5.178	 -0.152	 -0.102
          5.180	 -0.152	 -0.099
          5.182	 -0.151	 -0.097
          5.184	 -0.151	 -0.096
          5.186	 -0.152	 -0.096
          5.188	 -0.153	 -0.097
          5.190	 -0.152	 -0.096
          5.192	 -0.151	 -0.094
          5.194	 -0.149	 -0.096
          5.196	 -0.147	 -0.098
          5.198	 -0.147	 -0.098
          5.200	 -0.146	 -0.098
          5.202	 -0.144	 -0.097
          5.204	 -0.143	 -0.096
          5.206	 -0.143	 -0.096
          5.208	 -0.142	 -0.097
          5.210	 -0.141	 -0.095
          5.212	 -0.141	 -0.093
          5.214	 -0.143	 -0.092
          5.216	 -0.145	 -0.092
          5.218	 -0.145	 -0.091
          5.220	 -0.145	 -0.089
          5.222	 -0.147	 -0.089
          5.224	 -0.148	 -0.089
          5.226	 -0.148	 -0.088
          5.228	 -0.147	 -0.087
          5.230	 -0.147	 -0.088
          5.232	 -0.147	 -0.089
          5.234	 -0.145	 -0.086
          5.236	 -0.143	 -0.083
          5.238	 -0.143	 -0.079
          5.240	 -0.142	 -0.075
          5.242	 -0.141	 -0.070
