   Elapsed time	    ECG	    EMG	oot GSR	and GSR	     HR	   RESP
       1058.065	 -0.031	 -0.014	  3.306	 20.000	 65.000	 11.256
       1058.129	 -0.035	 -0.012	  3.307	 19.957	 65.000	 11.300
       1058.194	 -0.057	 -0.001	  3.310	 19.892	 65.000	 11.344
       1058.258	 -0.050	  0.001	  3.316	 19.596	 65.000	 11.386
       1058.323	  0.011	 -0.005	  3.315	 19.328	 65.000	 11.430
       1058.387	  0.036	 -0.005	  3.314	 19.182	 65.000	 11.486
       1058.452	 -0.024	 -0.007	  3.312	 19.094	 65.000	 11.546
       1058.516	 -0.023	 -0.014	  3.310	 18.980	 86.000	 11.610
       1058.581	 -0.015	  0.006	  3.309	 18.816	 86.000	 11.670
       1058.645	 -0.008	 -0.004	  3.306	 18.756	 86.000	 11.726
       1058.710	 -0.008	 -0.004	  3.306	 18.756	 86.000	 11.774
       1058.774	 -0.010	 -0.024	  3.301	 18.956	 86.000	 11.826
       1058.839	 -0.078	  0.006	  3.297	 19.095	 86.000	 11.872
       1058.903	 -0.320	 -0.008	  3.292	 19.138	 86.000	 11.914
       1058.968	  0.045	 -0.001	  3.289	 19.186	 86.000	 11.952
       1059.032	  0.054	 -0.000	  3.285	 19.215	 86.000	 11.988
       1059.097	  0.006	  0.005	  3.284	 19.221	 86.000	 12.028
       1059.161	  0.022	 -0.013	  3.280	 19.241	 86.000	 12.064
       1059.226	  0.022	 -0.013	  3.280	 19.241	 86.000	 12.092
       1059.290	  0.002	 -0.018	  3.284	 19.262	 86.000	 12.104
       1059.355	 -0.001	  0.006	  3.281	 19.256	 86.000	 12.106
       1059.419	 -0.027	  0.001	  3.282	 19.256	 86.000	 12.106
       1059.484	 -0.029	  0.006	  3.280	 19.252	 86.000	 12.104
       1059.548	 -0.391	 -0.013	  3.275	 19.249	 86.000	 12.096
       1059.613	  0.044	 -0.003	  3.274	 19.242	 86.000	 12.060
       1059.677	  0.071	 -0.008	  3.272	 19.239	 86.000	 12.046
       1059.742	  0.028	 -0.014	  3.269	 19.240	 86.000	 12.032
       1059.806	  0.007	 -0.011	  3.267	 19.263	 86.000	 12.016
       1059.871	  0.009	 -0.005	  3.258	 19.274	212.000	 11.994
       1059.935	  0.007	 -0.006	  3.253	 19.288	212.000	 11.972
       1060.000	  0.004	 -0.005	  3.249	 19.304	212.000	 11.950
       1060.065	  0.005	  0.004	  3.247	 19.318	212.000	 11.932
       1060.129	  0.029	  0.001	  3.245	 19.331	212.000	 11.914
       1060.194	 -0.358	 -0.005	  3.243	 19.340	212.000	 11.888
       1060.258	  0.114	 -0.005	  3.243	 19.346	212.000	 11.860
       1060.323	  0.125	 -0.004	  3.239	 19.349	212.000	 11.828
       1060.387	  0.132	 -0.002	  3.238	 19.349	212.000	 11.672
       1060.452	  0.104	 -0.014	  3.234	 19.344	212.000	 11.618
       1060.516	  0.135	 -0.015	  3.230	 19.339	212.000	 11.672
       1060.581	  0.138	 -0.009	  3.229	 19.334	212.000	 11.618
       1060.645	  0.126	 -0.006	  3.229	 19.327	212.000	 11.502
       1060.710	  0.130	  0.003	  3.230	 19.324	212.000	 11.460
       1060.774	  0.136	  0.007	  3.229	 19.326	212.000	 11.424
       1060.839	  0.133	 -0.002	  3.229	 19.326	212.000	 11.400
       1060.903	  0.010	 -0.000	  3.224	 19.320	212.000	 11.380
       1060.968	 -0.119	 -0.017	  3.218	 19.318	212.000	 11.366
       1061.032	  0.214	 -0.009	  3.214	 19.320	212.000	 11.352
       1061.097	  0.232	 -0.005	  3.209	 19.318	212.000	 11.336
       1061.161	  0.182	  0.004	  3.205	 19.309	212.000	 11.324
       1061.226	  0.144	 -0.005	  3.200	 19.289	212.000	 11.310
       1061.290	  0.154	 -0.013	  3.198	 19.280	212.000	 11.298
       1061.355	  0.153	 -0.008	  3.193	 19.273	212.000	 11.286
       1061.419	  0.123	 -0.015	  3.189	 19.273	212.000	 11.274
       1061.484	  0.023	 -0.011	  3.186	 19.276	212.000	 11.262
       1061.548	 -0.026	  0.003	  3.180	 19.272	212.000	 11.254
       1061.613	 -0.315	  0.001	  3.177	 19.265	212.000	 11.252
       1061.677	  0.012	 -0.013	  3.175	 19.255	212.000	 11.234
       1061.742	  0.127	 -0.003	  3.172	 19.244	212.000	 11.232
       1061.806	  0.224	 -0.003	  3.171	 19.233	212.000	 11.228
       1061.871	  0.148	 -0.003	  3.168	 19.223	212.000	 11.228
       1061.935	  0.103	 -0.004	  3.163	 19.216	212.000	 11.224
       1062.000	  0.075	 -0.002	  3.158	 19.210	212.000	 11.218
       1062.065	  0.032	 -0.004	  3.153	 19.209	212.000	 11.208
       1062.129	 -0.015	  0.003	  3.151	 19.202	212.000	 11.198
       1062.194	 -0.015	  0.003	  3.151	 19.202	212.000	 11.190
       1062.258	 -0.055	 -0.005	  3.148	 19.197	212.000	 11.188
       1062.323	 -0.452	 -0.011	  3.144	 19.199	212.000	 11.186
       1062.387	 -0.038	  0.004	  3.142	 19.196	212.000	 11.188
       1062.452	 -0.034	 -0.002	  3.142	 19.198	212.000	 11.188
       1062.516	 -0.088	 -0.004	  3.141	 19.215	212.000	 11.186
       1062.581	 -0.133	 -0.019	  3.136	 19.232	212.000	 11.186
       1062.645	 -0.133	 -0.011	  3.135	 19.258	212.000	 11.186
       1062.710	 -0.140	 -0.000	  3.132	 19.292	212.000	 11.188
       1062.774	 -0.153	 -0.000	  3.132	 19.329	212.000	 11.188
       1062.839	 -0.159	 -0.010	  3.135	 19.362	212.000	 11.188
       1062.903	 -0.181	 -0.017	  3.135	 19.392	212.000	 11.188
       1062.968	 -0.169	 -0.011	  3.131	 19.419	212.000	 11.188
       1063.032	 -0.527	 -0.007	  3.131	 19.443	212.000	 11.188
       1063.097	 -0.117	  0.003	  3.130	 19.465	212.000	 11.186
       1063.161	 -0.101	  0.001	  3.128	 19.483	212.000	 11.188
       1063.226	 -0.134	 -0.008	  3.130	 19.497	212.000	 11.198
       1063.290	 -0.188	 -0.007	  3.127	 19.498	212.000	 11.196
       1063.355	 -0.186	 -0.020	  3.126	 19.507	212.000	 11.188
       1063.419	 -0.194	 -0.007	  3.125	 19.515	212.000	 11.186
       1063.484	 -0.230	 -0.002	  3.125	 19.509	212.000	 11.186
       1063.548	 -0.229	  0.005	  3.126	 19.507	212.000	 11.190
       1063.613	 -0.249	 -0.003	  3.128	 19.530	212.000	 11.190
       1063.677	 -0.583	 -0.010	  3.123	 19.540	212.000	 11.200
       1063.742	 -0.189	  0.000	  3.123	 19.545	212.000	 11.218
       1063.806	 -0.179	  0.000	  3.123	 19.547	212.000	 11.240
       1063.871	 -0.198	  0.004	  3.123	 19.544	212.000	 11.276
       1063.935	 -0.228	 -0.016	  3.125	 19.540	212.000	 11.312
       1064.000	 -0.206	 -0.008	  3.123	 19.530	212.000	 11.346
       1064.065	 -0.195	 -0.005	  3.125	 19.519	212.000	 11.378
       1064.129	 -0.182	 -0.003	  3.127	 19.496	212.000	 11.412
       1064.194	 -0.167	  0.001	  3.125	 19.481	212.000	 11.452
       1064.258	 -0.321	  0.003	  3.123	 19.466	212.000	 11.576
       1064.323	 -0.279	 -0.011	  3.120	 19.451	212.000	 11.620
       1064.387	 -0.052	 -0.013	  3.117	 19.436	212.000	 11.664
       1064.452	 -0.028	  0.004	  3.117	 19.421	 22.000	 11.706
       1064.516	 -0.073	 -0.006	  3.118	 19.410	 22.000	 11.742
       1064.581	 -0.056	 -0.007	  3.117	 19.400	 22.000	 11.770
       1064.645	 -0.034	  0.000	  3.117	 19.386	 22.000	 11.778
       1064.710	 -0.018	 -0.001	  3.116	 19.371	 22.000	 11.774
       1064.774	 -0.020	 -0.005	  3.115	 19.357	 22.000	 11.764
       1064.839	 -0.014	 -0.003	  3.113	 19.345	 22.000	 11.756
       1064.903	 -0.010	 -0.007	  3.110	 19.335	 22.000	 11.750
       1064.968	 -0.358	 -0.009	  3.106	 19.321	 22.000	 11.740
       1065.032	  0.034	 -0.002	  3.105	 19.299	 22.000	 11.730
       1065.097	  0.061	 -0.002	  3.106	 19.277	 22.000	 11.718
       1065.161	  0.068	 -0.005	  3.110	 19.252	 22.000	 11.704
       1065.226	  0.009	 -0.010	  3.107	 19.215	 22.000	 11.686
       1065.290	  0.006	 -0.018	  3.102	 19.180	 22.000	 11.670
       1065.355	  0.012	  0.000	  3.100	 19.163	 22.000	 11.656
       1065.419	  0.019	 -0.011	  3.105	 19.151	 22.000	 11.626
       1065.484	  0.025	 -0.001	  3.098	 19.095	 22.000	 11.610
       1065.548	 -0.255	 -0.005	  3.097	 19.095	 22.000	 11.598
       1065.613	  0.094	  0.005	  3.100	 19.098	 22.000	 11.588
       1065.677	  0.109	 -0.014	  3.096	 19.093	 22.000	 11.576
       1065.742	  0.057	  0.003	  3.090	 19.086	 22.000	 11.560
       1065.806	  0.040	 -0.019	  3.089	 19.078	 22.000	 11.546
       1065.871	  0.069	 -0.006	  3.090	 19.073	 22.000	 11.538
       1065.935	  0.059	  0.002	  3.086	 19.062	 22.000	 11.524
       1066.000	  0.057	 -0.010	  3.080	 19.022	 22.000	 11.502
       1066.065	  0.057	 -0.008	  3.076	 19.018	 22.000	 11.480
       1066.129	 -0.327	  0.005	  3.073	 19.006	 22.000	 11.466
       1066.194	  0.093	 -0.008	  3.071	 18.992	 22.000	 11.446
       1066.258	  0.114	 -0.009	  3.069	 18.980	 22.000	 11.434
       1066.323	  0.116	 -0.001	  3.068	 18.992	 22.000	 11.418
       1066.387	  0.050	 -0.019	  3.065	 18.988	 22.000	 11.400
       1066.452	  0.081	  0.000	  3.061	 18.988	 22.000	 11.384
       1066.516	  0.083	 -0.000	  3.060	 18.996	 22.000	 11.372
       1066.581	  0.087	 -0.006	  3.058	 18.999	 22.000	 11.354
       1066.645	  0.094	 -0.011	  3.054	 18.997	 22.000	 11.336
       1066.710	  0.092	 -0.018	  3.051	 19.003	 22.000	 11.320
       1066.774	  0.098	 -0.001	  3.049	 19.016	 22.000	 11.308
       1066.839	 -0.293	 -0.006	  3.045	 19.011	 22.000	 11.300
       1066.903	  0.151	 -0.001	  3.044	 18.998	 85.000	 11.292
       1066.968	  0.180	  0.002	  3.041	 18.983	 85.000	 11.286
       1067.032	  0.180	  0.004	  3.039	 18.972	 85.000	 11.280
       1067.097	  0.107	 -0.003	  3.036	 18.956	 85.000	 11.272
       1067.161	  0.115	 -0.016	  3.034	 18.936	 85.000	 11.262
       1067.226	  0.130	 -0.004	  3.033	 18.921	 85.000	 11.224
       1067.290	  0.115	 -0.010	  3.029	 18.910	 85.000	 11.206
       1067.355	  0.109	  0.000	  3.028	 18.901	 85.000	 11.202
       1067.419	  0.119	 -0.008	  3.025	 18.894	 85.000	 11.202
       1067.484	  0.103	 -0.008	  3.025	 18.892	 85.000	 11.206
       1067.548	  0.136	 -0.004	  3.024	 18.883	 85.000	 11.206
       1067.613	 -0.272	 -0.005	  3.021	 18.870	 85.000	 11.202
       1067.677	  0.179	 -0.009	  3.020	 18.859	 80.000	 11.198
       1067.742	  0.179	 -0.006	  3.020	 18.849	 80.000	 11.192
       1067.806	  0.134	  0.000	  3.015	 18.834	 80.000	 11.190
       1067.871	  0.099	 -0.006	  3.011	 18.839	 80.000	 11.190
       1067.935	  0.110	 -0.008	  3.014	 18.843	 80.000	 11.188
       1068.000	  0.089	  0.005	  3.014	 18.828	 80.000	 11.184
       1068.065	  0.079	 -0.008	  3.015	 18.808	 80.000	 11.184
       1068.129	  0.075	  0.000	  3.015	 18.813	 80.000	 11.186
       1068.194	  0.059	 -0.004	  3.019	 18.819	 80.000	 11.190
       1068.258	  0.100	  0.002	  3.024	 18.827	 80.000	 11.190
       1068.323	 -0.353	 -0.016	  3.028	 18.835	 80.000	 11.190
       1068.387	  0.128	  0.003	  3.028	 18.843	 76.000	 11.192
       1068.452	  0.129	 -0.004	  3.023	 18.869	 76.000	 11.196
       1068.516	  0.052	 -0.017	  3.020	 18.852	 76.000	 11.200
       1068.581	  0.068	 -0.004	  3.020	 18.837	 76.000	 11.198
       1068.645	  0.054	 -0.014	  3.019	 18.828	 76.000	 11.186
       1068.710	  0.042	 -0.004	  3.019	 18.819	 76.000	 11.180
       1068.774	  0.039	 -0.012	  3.019	 18.799	 76.000	 11.180
       1068.839	  0.034	 -0.005	  3.016	 18.780	 76.000	 11.184
       1068.903	  0.042	 -0.005	  3.015	 18.766	 76.000	 11.180
       1068.968	 -0.348	 -0.008	  3.015	 18.754	 76.000	 11.178
       1069.032	  0.088	  0.001	  3.013	 18.740	 82.000	 11.178
       1069.097	  0.120	  0.000	  3.013	 18.732	 82.000	 11.180
       1069.161	  0.099	 -0.009	  3.013	 18.715	 82.000	 11.186
       1069.226	  0.069	 -0.014	  3.011	 18.705	 82.000	 11.186
       1069.290	  0.122	  0.000	  3.014	 18.698	 82.000	 11.184
       1069.355	  0.139	 -0.012	  3.016	 18.693	 82.000	 11.184
       1069.419	  0.136	  0.003	  3.015	 18.686	 82.000	 11.188
       1069.484	  0.127	 -0.000	  3.015	 18.679	 82.000	 11.188
       1069.548	  0.122	 -0.004	  3.014	 18.686	 82.000	 11.190
       1069.613	  0.117	  0.002	  3.013	 18.698	 82.000	 11.192
       1069.677	 -0.245	  0.003	  3.013	 18.712	 82.000	 11.198
       1069.742	  0.107	 -0.006	  3.013	 18.732	 81.000	 11.208
       1069.806	  0.184	 -0.007	  3.011	 18.751	 81.000	 11.224
       1069.871	  0.177	  0.004	  3.008	 18.771	 81.000	 11.246
       1069.935	  0.112	 -0.009	  3.003	 18.796	 81.000	 11.272
       1070.000	  0.129	 -0.013	  3.001	 18.824	 81.000	 11.298
       1070.065	  0.116	 -0.005	  3.001	 18.852	 81.000	 11.322
       1070.129	  0.122	 -0.014	  3.001	 18.880	 81.000	 11.340
       1070.194	  0.109	 -0.009	  2.999	 18.914	 81.000	 11.362
       1070.258	  0.110	 -0.002	  3.001	 18.949	 81.000	 11.398
       1070.323	  0.097	  0.000	  2.998	 18.982	 81.000	 11.440
       1070.387	  0.109	 -0.007	  2.997	 19.017	 81.000	 11.474
       1070.452	 -0.299	 -0.004	  2.998	 19.055	 81.000	 11.506
       1070.516	  0.158	  0.002	  2.998	 19.094	 80.000	 11.544
       1070.581	  0.168	 -0.006	  2.999	 19.126	 80.000	 11.584
       1070.645	  0.151	  0.001	  2.998	 19.156	 80.000	 11.628
       1070.710	  0.104	 -0.011	  2.996	 19.190	 80.000	 11.672
       1070.774	  0.145	 -0.013	  2.996	 19.222	 80.000	 11.708
       1070.839	  0.158	 -0.009	  2.996	 19.247	 80.000	 11.742
       1070.903	  0.150	 -0.007	  2.993	 19.266	 80.000	 11.778
       1070.968	  0.166	 -0.012	  2.993	 19.284	 80.000	 11.810
       1071.032	  0.177	 -0.004	  2.993	 19.317	 80.000	 11.838
       1071.097	  0.176	 -0.009	  2.997	 19.356	 80.000	 11.860
       1071.161	  0.170	  0.006	  3.001	 19.392	 80.000	 11.876
       1071.226	 -0.160	 -0.002	  3.001	 19.411	 80.000	 11.886
       1071.290	  0.235	  0.003	  2.998	 19.411	 80.000	 11.896
       1071.355	  0.265	  0.007	  2.998	 19.425	 80.000	 11.908
       1071.419	  0.227	 -0.009	  2.999	 19.418	 80.000	 11.916
       1071.484	  0.198	 -0.020	  3.001	 19.376	 80.000	 11.918
       1071.548	  0.192	 -0.022	  3.002	 19.381	 80.000	 11.916
       1071.613	  0.136	 -0.009	  2.999	 19.392	 80.000	 11.908
       1071.677	  0.108	 -0.007	  3.001	 19.405	 80.000	 11.896
       1071.742	  0.124	 -0.000	  3.003	 19.417	 80.000	 11.884
       1071.806	  0.107	 -0.006	  3.007	 19.426	 80.000	 11.870
       1071.871	  0.134	  0.009	  3.011	 19.427	 80.000	 11.852
       1071.935	 -0.273	 -0.000	  3.013	 19.422	 80.000	 11.830
       1072.000	  0.159	 -0.007	  3.015	 19.412	 80.000	 11.810
       1072.065	  0.179	 -0.012	  3.016	 19.401	 80.000	 11.792
       1072.129	  0.149	 -0.005	  3.019	 19.386	 80.000	 11.774
       1072.194	  0.117	 -0.013	  3.020	 19.375	 80.000	 11.754
       1072.258	  0.127	 -0.008	  3.024	 19.365	 80.000	 11.732
       1072.323	  0.129	 -0.008	  3.028	 19.351	 80.000	 11.712
       1072.387	  0.100	 -0.012	  3.028	 19.338	 80.000	 11.696
       1072.452	  0.086	 -0.006	  3.028	 19.323	 80.000	 11.682
       1072.516	  0.083	 -0.003	  3.028	 19.307	 80.000	 11.662
       1072.581	  0.067	 -0.000	  3.028	 19.292	 85.000	 11.638
       1072.645	 -0.318	 -0.003	  3.028	 19.280	 85.000	 11.608
       1072.710	  0.075	  0.004	  3.025	 19.259	 85.000	 11.582
       1072.774	  0.090	 -0.006	  3.021	 19.239	 85.000	 11.552
       1072.839	  0.088	  0.001	  3.019	 19.215	 85.000	 11.528
       1072.903	  0.003	 -0.018	  3.014	 19.194	109.000	 11.498
       1072.968	  0.008	 -0.002	  3.013	 19.185	109.000	 11.468
       1073.032	  0.000	 -0.010	  3.011	 19.165	109.000	 11.450
       1073.097	 -0.003	 -0.015	  3.011	 19.148	109.000	 11.422
       1073.161	 -0.016	 -0.006	  3.009	 19.119	109.000	 11.394
       1073.226	 -0.031	  0.005	  3.007	 19.109	109.000	 11.366
       1073.290	 -0.043	 -0.002	  3.002	 19.088	109.000	 11.352
       1073.355	 -0.399	 -0.001	  2.998	 19.061	109.000	 11.336
       1073.419	 -0.066	 -0.008	  2.998	 19.041	109.000	 11.314
       1073.484	  0.007	 -0.001	  2.996	 19.027	109.000	 11.298
       1073.548	  0.016	 -0.001	  2.994	 19.017	109.000	 11.280
       1073.613	 -0.049	 -0.009	  2.991	 19.003	109.000	 11.274
       1073.677	 -0.029	 -0.012	  2.988	 18.991	109.000	 11.266
       1073.742	 -0.045	 -0.003	  2.988	 18.981	109.000	 11.262
       1073.806	 -0.051	 -0.015	  2.988	 18.971	109.000	 11.256
       1073.871	 -0.052	  0.013	  2.989	 18.970	109.000	 11.246
       1073.935	 -0.061	 -0.004	  2.987	 18.964	109.000	 11.242
       1074.000	 -0.466	  0.002	  2.979	 18.942	109.000	 11.234
       1074.065	 -0.466	  0.002	  2.979	 18.942	109.000	 11.228
       1074.129	  0.006	 -0.009	  2.976	 18.919	109.000	 11.222
       1074.194	  0.000	 -0.000	  2.976	 18.904	109.000	 11.218
       1074.258	  0.001	 -0.010	  2.976	 18.894	109.000	 11.214
       1074.323	  0.045	 -0.016	  2.978	 18.878	109.000	 11.208
       1074.387	  0.040	 -0.007	  2.974	 18.857	109.000	 11.212
       1074.452	  0.023	 -0.019	  2.969	 18.869	109.000	 11.214
       1074.516	  0.002	 -0.002	  2.964	 18.910	109.000	 11.218
       1074.581	  0.033	  0.005	  2.961	 18.966	109.000	 11.214
       1074.645	 -0.440	 -0.002	  2.963	 19.033	109.000	 11.206
       1074.710	  0.067	 -0.002	  2.966	 19.122	109.000	 11.192
       1074.774	  0.074	 -0.004	  2.968	 19.223	109.000	 11.180
       1074.839	  0.021	 -0.006	  2.967	 19.327	109.000	 11.178
       1074.903	  0.024	 -0.016	  2.962	 19.432	109.000	 11.176
       1074.968	  0.049	 -0.011	  2.957	 19.551	109.000	 11.176
       1075.032	  0.038	  0.005	  2.956	 19.683	109.000	 11.180
       1075.097	  0.037	 -0.006	  2.953	 19.811	109.000	 11.176
       1075.161	  0.032	 -0.005	  2.953	 19.933	109.000	 11.176
       1075.226	 -0.099	  0.002	  2.953	 20.044	109.000	 11.176
       1075.290	 -0.185	 -0.006	  2.956	 20.141	 95.000	 11.176
       1075.355	  0.125	 -0.007	  2.963	 20.298	 95.000	 11.178
       1075.419	  0.086	 -0.010	  2.969	 20.381	 95.000	 11.178
       1075.484	  0.058	 -0.012	  2.977	 20.463	 95.000	 11.176
       1075.548	  0.064	 -0.011	  2.982	 20.472	 95.000	 11.174
       1075.613	  0.056	 -0.002	  2.989	 20.533	 95.000	 11.176
       1075.677	  0.059	 -0.010	  2.998	 20.592	 95.000	 11.178
       1075.742	  0.081	  0.003	  3.008	 20.649	 95.000	 11.186
       1075.806	  0.085	  0.004	  3.015	 20.651	 95.000	 11.190
       1075.871	 -0.462	 -0.006	  3.022	 20.675	 95.000	 11.184
       1075.935	  0.115	 -0.009	  3.036	 20.715	 95.000	 11.170
       1076.000	  0.119	 -0.002	  3.051	 20.775	 95.000	 11.166
       1076.065	  0.095	  0.001	  3.066	 20.832	 95.000	 11.164
       1076.129	  0.011	 -0.012	  3.080	 20.880	 95.000	 11.164
       1076.194	  0.003	 -0.001	  3.090	 20.952	 95.000	 11.162
       1076.258	  0.021	 -0.006	  3.101	 21.047	 95.000	 11.164
       1076.323	 -0.012	 -0.012	  3.112	 21.148	 95.000	 11.162
       1076.387	 -0.022	 -0.007	  3.122	 21.229	 95.000	 11.164
       1076.452	 -0.016	 -0.005	  3.132	 21.304	 95.000	 11.162
       1076.516	 -0.494	 -0.008	  3.142	 21.379	 95.000	 11.162
       1076.581	  0.035	 -0.003	  3.153	 21.457	 95.000	 11.164
       1076.645	  0.048	 -0.003	  3.164	 21.528	 95.000	 11.166
       1076.710	  0.053	 -0.001	  3.172	 21.594	 95.000	 11.166
       1076.774	 -0.036	 -0.010	  3.185	 21.658	124.000	 11.164
       1076.839	 -0.031	 -0.011	  3.200	 21.716	124.000	 11.164
       1076.903	 -0.027	 -0.007	  3.218	 21.750	124.000	 11.162
       1076.968	 -0.039	 -0.005	  3.233	 21.779	124.000	 11.166
       1077.032	 -0.048	 -0.010	  3.248	 21.801	124.000	 11.166
       1077.097	 -0.049	 -0.004	  3.264	 21.815	124.000	 11.166
       1077.161	 -0.053	 -0.006	  3.284	 21.828	124.000	 11.168
       1077.226	 -0.305	 -0.000	  3.304	 21.835	124.000	 11.164
       1077.290	 -0.225	 -0.011	  3.324	 21.826	124.000	 11.156
       1077.355	  0.011	 -0.007	  3.345	 21.787	124.000	 11.152
       1077.419	  0.049	  0.001	  3.367	 21.747	124.000	 11.140
       1077.484	 -0.007	 -0.008	  3.391	 21.724	124.000	 11.136
       1077.548	 -0.029	 -0.003	  3.413	 21.693	124.000	 11.132
       1077.613	 -0.027	 -0.014	  3.431	 21.638	124.000	 11.132
       1077.677	 -0.017	 -0.008	  3.453	 21.598	124.000	 11.134
       1077.742	 -0.012	 -0.003	  3.474	 21.559	124.000	 11.136
       1077.806	 -0.015	  0.018	  3.495	 21.517	124.000	 11.136
       1077.871	 -0.036	 -0.021	  3.515	 21.466	124.000	 11.136
       1077.935	  0.013	 -0.007	  3.534	 21.398	124.000	 11.140
       1078.000	 -0.462	 -0.003	  3.549	 21.328	124.000	 11.140
       1078.065	  0.053	 -0.008	  3.564	 21.255	124.000	 11.142
       1078.129	  0.056	  0.005	  3.578	 21.187	124.000	 11.140
       1078.194	  0.021	 -0.007	  3.592	 21.125	124.000	 11.140
       1078.258	 -0.008	 -0.021	  3.604	 21.072	124.000	 11.140
       1078.323	  0.012	 -0.006	  3.613	 21.017	124.000	 11.144
       1078.387	  0.018	  0.001	  3.621	 20.962	124.000	 11.146
       1078.452	  0.018	 -0.011	  3.627	 20.911	124.000	 11.148
       1078.516	  0.023	  0.007	  3.633	 20.876	124.000	 11.144
       1078.581	  0.020	 -0.004	  3.641	 20.852	124.000	 11.136
       1078.645	 -0.368	 -0.001	  3.647	 20.834	124.000	 11.134
       1078.710	  0.037	 -0.010	  3.649	 20.838	 88.000	 11.134
       1078.774	  0.097	 -0.005	  3.652	 20.859	 88.000	 11.136
       1078.839	  0.092	  0.008	  3.652	 20.966	 88.000	 11.134
       1078.903	  0.014	 -0.012	  3.650	 21.056	 88.000	 11.132
       1078.968	  0.010	 -0.009	  3.648	 21.165	 88.000	 11.132
       1079.032	  0.009	 -0.004	  3.644	 21.283	 88.000	 11.132
       1079.097	  0.006	 -0.009	  3.644	 21.405	 88.000	 11.134
       1079.161	  0.002	 -0.018	  3.644	 21.525	 88.000	 11.140
       1079.226	  0.004	  0.007	  3.645	 21.651	 88.000	 11.144
       1079.290	 -0.406	 -0.003	  3.648	 21.774	 88.000	 11.144
       1079.355	  0.040	 -0.001	  3.649	 21.979	 88.000	 11.146
       1079.419	  0.059	 -0.009	  3.656	 22.071	 88.000	 11.144
       1079.484	 -0.003	 -0.011	  3.665	 22.153	 88.000	 11.142
       1079.548	  0.017	 -0.007	  3.678	 22.230	121.000	 11.140
       1079.613	  0.018	 -0.016	  3.693	 22.300	121.000	 11.136
       1079.677	  0.009	 -0.008	  3.704	 22.362	121.000	 11.140
       1079.742	  0.000	 -0.004	  3.744	 22.455	121.000	 11.140
       1079.806	  0.000	 -0.004	  3.744	 22.455	121.000	 11.132
       1079.871	  0.037	  0.011	  3.787	 22.515	121.000	 11.122
       1079.935	  0.070	 -0.004	  3.812	 22.537	121.000	 11.120
       1080.000	  0.078	 -0.011	  3.837	 22.553	121.000	 11.130
       1080.065	  0.039	  0.007	  3.864	 22.568	121.000	 11.132
       1080.129	  0.000	 -0.010	  3.887	 22.583	121.000	 11.130
       1080.194	  0.021	 -0.021	  3.909	 22.600	 87.000	 11.132
       1080.258	  0.016	 -0.004	  3.931	 22.617	 87.000	 11.134
       1080.323	  0.015	 -0.003	  3.960	 22.624	 87.000	 11.140
       1080.387	  0.022	 -0.020	  3.985	 22.621	 87.000	 11.142
       1080.452	  0.010	 -0.002	  4.005	 22.615	 87.000	 11.142
       1080.516	 -0.063	  0.010	  4.019	 22.608	 87.000	 11.140
       1080.581	 -0.263	 -0.014	  4.036	 22.605	 87.000	 11.140
       1080.645	  0.066	 -0.004	  4.047	 22.588	 86.000	 11.140
       1080.710	  0.063	 -0.004	  4.057	 22.572	 86.000	 11.140
       1080.774	  0.014	  0.002	  4.064	 22.556	 86.000	 11.154
       1080.839	  0.020	 -0.016	  4.073	 22.533	 86.000	 11.162
       1080.903	  0.023	 -0.000	  4.081	 22.507	 86.000	 11.154
       1080.968	  0.019	  0.002	  4.088	 22.485	 86.000	 11.162
       1081.032	  0.014	 -0.008	  4.091	 22.473	 86.000	 11.144
       1081.097	  0.012	 -0.004	  4.094	 22.450	 86.000	 11.146
       1081.161	 -0.003	 -0.007	  4.097	 22.414	 86.000	 11.148
       1081.226	 -0.243	  0.004	  4.097	 22.363	 86.000	 11.154
       1081.290	 -0.124	 -0.013	  4.097	 22.302	 84.000	 11.162
       1081.355	  0.057	 -0.003	  4.097	 22.241	 84.000	 11.174
       1081.419	  0.070	 -0.001	  4.093	 22.182	 84.000	 11.186
       1081.484	  0.010	  0.003	  4.088	 22.124	 84.000	 11.196
       1081.548	  0.002	 -0.004	  4.085	 22.070	 84.000	 11.202
       1081.613	  0.009	 -0.004	  4.080	 22.016	 84.000	 11.210
       1081.677	  0.009	 -0.009	  4.075	 21.962	 84.000	 11.222
       1081.742	  0.014	 -0.006	  4.069	 21.909	 84.000	 11.234
       1081.806	  0.020	 -0.015	  4.063	 21.860	 84.000	 11.246
       1081.871	  0.000	 -0.008	  4.056	 21.816	 84.000	 11.264
       1081.935	 -0.103	  0.004	  4.051	 21.774	 84.000	 11.296
       1082.000	 -0.258	 -0.015	  4.043	 21.730	 84.000	 11.334
       1082.065	  0.071	  0.002	  4.031	 21.686	 84.000	 11.374
       1082.129	  0.086	 -0.007	  4.021	 21.640	 84.000	 11.408
       1082.194	  0.027	  0.011	  4.005	 21.594	 84.000	 11.500
       1082.258	  0.010	 -0.016	  3.993	 21.550	 84.000	 11.544
       1082.323	  0.009	 -0.006	  3.982	 21.507	 84.000	 11.594
       1082.387	  0.000	 -0.003	  3.975	 21.460	 84.000	 11.642
       1082.452	 -0.003	 -0.004	  3.961	 21.417	 84.000	 11.700
       1082.516	  0.004	 -0.006	  3.946	 21.374	 84.000	 11.756
