   Elapsed time	   RESP	  ECG I	  ECG V	 ECG II	  PLETH	    ABP
        124.968	  0.592	 -0.116	  0.766	  0.465	  0.487	185.202
        124.976	  0.630	 -0.160	  0.744	  0.395	  0.486	185.202
        124.984	  0.667	 -0.096	  0.786	  0.465	  0.485	185.202
        124.992	  0.705	 -0.150	  0.766	  0.435	  0.482	185.202
        125.000	  0.744	 -0.121	  0.761	  0.465	  0.479	185.202
        125.008	  0.780	 -0.084	  0.781	  0.470	  0.477	185.202
        125.016	  0.816	 -0.064	  0.810	  0.455	  0.474	185.202
        125.024	  0.850	 -0.084	  0.791	  0.470	  0.472	185.202
        125.032	  0.885	 -0.084	  0.781	  0.495	  0.470	185.202
        125.040	  0.919	 -0.135	  0.719	  0.455	  0.468	185.202
        125.048	  0.954	 -0.079	  0.781	  0.415	  0.467	185.202
        125.056	  0.977	 -0.020	  0.810	  0.510	  0.465	185.202
        125.064	  1.000	  0.054	  0.820	  0.560	  0.463	185.202
        125.072	  1.000	  0.044	  0.771	  0.505	  0.460	185.202
        125.080	  1.000	  0.106	  0.781	  0.560	  0.458	185.202
        125.088	  1.000	  0.131	  0.734	  0.590	  0.456	185.202
        125.096	  1.000	 -0.005	  0.714	  0.490	  0.454	185.202
        125.104	  1.000	 -0.106	  0.724	  0.450	  0.452	185.202
        125.112	  1.000	 -0.155	  0.690	  0.410	  0.450	185.202
        125.120	  1.000	 -0.150	  0.645	  0.425	  0.450	185.202
        125.128	  1.000	 -0.145	  0.655	  0.425	  0.450	185.202
        125.136	  1.000	 -0.106	  0.724	  0.470	  0.451	185.202
        125.144	  1.000	 -0.091	  0.761	  0.495	  0.452	185.202
        125.152	  1.000	 -0.091	  0.771	  0.480	  0.453	185.202
        125.160	  1.000	 -0.131	  0.739	  0.485	  0.454	185.202
        125.168	  1.000	 -0.155	  0.756	  0.400	  0.454	185.202
        125.176	  1.000	 -0.200	  0.926	  0.365	  0.454	185.202
        125.184	  1.000	  0.069	  0.936	  0.515	  0.455	185.202
        125.192	  1.000	  0.480	  0.126	  0.630	  0.456	185.202
        125.200	  1.000	  0.926	 -0.456	  0.695	  0.457	185.202
        125.208	  1.000	  0.490	 -0.116	  0.620	  0.461	185.202
        125.216	  1.000	  0.054	  0.399	  0.570	  0.466	185.202
        125.224	  1.000	 -0.160	  0.690	  0.430	  0.471	185.202
        125.232	  1.000	 -0.180	  0.810	  0.425	  0.477	185.202
        125.240	  1.000	 -0.200	  0.830	  0.380	  0.484	185.202
        125.248	  1.000	 -0.209	  0.840	  0.360	  0.489	185.202
        125.256	  1.000	 -0.214	  0.855	  0.380	  0.493	185.202
        125.264	  1.000	 -0.170	  0.865	  0.440	  0.497	185.202
        125.272	  1.000	 -0.145	  0.874	  0.475	  0.500	185.202
        125.280	  1.000	 -0.150	  0.884	  0.435	  0.502	185.202
        125.288	  1.000	 -0.096	  0.904	  0.465	  0.504	185.202
        125.296	  1.000	 -0.145	  0.850	  0.420	  0.505	185.202
        125.304	  1.000	 -0.101	  0.879	  0.475	  0.507	185.202
        125.312	  1.000	 -0.131	  0.879	  0.435	  0.509	185.202
        125.320	  1.000	 -0.096	  0.869	  0.495	  0.510	185.202
        125.328	  1.000	 -0.116	  0.860	  0.455	  0.512	185.202
        125.336	  1.000	 -0.049	  0.936	  0.485	  0.514	185.202
        125.344	  1.000	 -0.074	  0.919	  0.455	  0.514	185.202
        125.352	  1.000	 -0.015	  0.966	  0.550	  0.514	185.202
        125.360	  1.000	 -0.039	  0.961	  0.525	  0.513	185.202
        125.368	  1.000	 -0.034	  0.946	  0.540	  0.512	185.202
        125.376	  1.000	 -0.079	  0.931	  0.465	  0.510	185.202
        125.384	  1.000	 -0.064	  0.931	  0.485	  0.508	185.202
        125.392	  1.000	 -0.074	  0.926	  0.455	  0.506	185.202
        125.400	  1.000	 -0.064	  0.904	  0.495	  0.503	185.202
        125.408	  1.000	 -0.079	  0.894	  0.475	  0.500	185.202
        125.416	  1.000	 -0.025	  0.869	  0.520	  0.496	185.202
        125.424	  1.000	 -0.101	  0.825	  0.460	  0.492	185.202
        125.432	  1.000	 -0.096	  0.815	  0.475	  0.489	185.202
        125.440	  1.000	 -0.131	  0.800	  0.425	  0.487	185.202
        125.448	  1.000	 -0.116	  0.776	  0.435	  0.486	185.202
        125.456	  1.000	 -0.096	  0.766	  0.450	  0.485	185.202
        125.464	  1.000	 -0.111	  0.805	  0.410	  0.485	185.202
        125.472	  1.000	 -0.084	  0.796	  0.455	  0.485	185.202
        125.480	  1.000	 -0.069	  0.810	  0.520	  0.484	185.202
        125.488	  1.000	 -0.064	  0.815	  0.525	  0.482	185.202
        125.496	  1.000	 -0.131	  0.786	  0.420	  0.480	185.202
        125.504	  1.000	 -0.111	  0.810	  0.450	  0.477	185.202
        125.512	  1.000	 -0.116	  0.786	  0.445	  0.474	185.202
        125.520	  1.000	 -0.096	  0.786	  0.470	  0.471	185.202
        125.528	  1.000	 -0.111	  0.820	  0.455	  0.469	185.202
        125.536	  1.000	 -0.044	  0.845	  0.500	  0.467	185.202
        125.544	  1.000	 -0.054	  0.830	  0.495	  0.466	185.202
        125.552	  1.000	 -0.020	  0.850	  0.500	  0.464	185.202
        125.560	  1.000	 -0.005	  0.810	  0.480	  0.462	185.202
        125.568	  1.000	  0.015	  0.786	  0.510	  0.460	185.202
        125.576	  1.000	  0.000	  0.761	  0.495	  0.458	185.202
        125.584	  1.000	  0.054	  0.756	  0.520	  0.457	185.202
        125.592	  1.000	  0.064	  0.771	  0.550	  0.455	185.202
        125.600	  1.000	 -0.010	  0.786	  0.530	  0.454	185.202
        125.608	  1.000	 -0.101	  0.734	  0.490	  0.452	185.202
        125.616	  1.000	 -0.091	  0.781	  0.470	  0.451	185.202
        125.624	  1.000	 -0.121	  0.786	  0.420	  0.450	185.202
        125.632	  1.000	 -0.135	  0.761	  0.445	  0.449	185.202
        125.640	  1.000	 -0.091	  0.786	  0.480	  0.450	185.202
        125.648	  0.964	 -0.096	  0.781	  0.515	  0.451	185.202
        125.656	  0.928	 -0.121	  0.749	  0.465	  0.452	185.202
        125.664	  0.891	 -0.091	  0.781	  0.500	  0.453	185.202
        125.672	  0.854	 -0.121	  0.860	  0.495	  0.454	185.202
        125.680	  0.811	  0.015	  0.961	  0.545	  0.456	185.202
        125.688	  0.769	  0.360	  0.490	  0.695	  0.457	185.202
        125.696	  0.721	  0.845	 -0.140	  0.750	  0.460	185.202
        125.704	  0.674	  0.879	 -0.281	  0.615	  0.464	185.202
        125.712	  0.625	  0.121	  0.320	  0.460	  0.469	185.202
        125.720	  0.575	 -0.069	  0.690	  0.450	  0.474	185.202
        125.728	  0.525	 -0.126	  0.820	  0.480	  0.481	185.202
        125.736	  0.476	 -0.116	  0.865	  0.505	  0.487	185.202
        125.744	  0.432	 -0.170	  0.850	  0.450	  0.492	185.202
        125.752	  0.389	 -0.111	  0.889	  0.515	  0.497	185.202
        125.760	  0.351	 -0.140	  0.855	  0.465	  0.500	185.202
        125.768	  0.313	 -0.116	  0.894	  0.475	  0.502	185.202
        125.776	  0.278	 -0.091	  0.889	  0.495	  0.504	185.202
        125.784	  0.243	 -0.030	  0.919	  0.560	  0.505	185.202
        125.792	  0.211	 -0.054	  0.904	  0.500	  0.507	185.202
        125.800	  0.179	 -0.064	  0.909	  0.520	  0.509	185.202
        125.808	  0.152	 -0.096	  0.884	  0.465	  0.512	185.202
        125.816	  0.127	 -0.054	  0.879	  0.510	  0.514	185.202
        125.824	  0.106	 -0.069	  0.879	  0.505	  0.516	185.202
        125.832	  0.084	 -0.005	  0.931	  0.545	  0.518	185.202
        125.840	  0.065	  0.020	  0.914	  0.600	  0.520	185.202
        125.848	  0.046	  0.049	  0.946	  0.660	  0.521	185.202
        125.856	  0.028	  0.020	  0.961	  0.585	  0.520	185.202
        125.864	  0.011	  0.039	  0.941	  0.570	  0.519	185.202
        125.872	  0.005	 -0.025	  0.899	  0.540	  0.518	185.202
        125.880	  0.000	 -0.005	  0.909	  0.570	  0.515	185.202
        125.888	  0.000	 -0.025	  0.894	  0.585	  0.511	185.202
        125.896	  0.000	  0.010	  0.919	  0.570	  0.507	185.202
        125.904	  0.000	  0.039	  0.931	  0.650	  0.504	185.202
        125.912	  0.000	  0.049	  0.926	  0.595	  0.500	185.202
        125.920	  0.000	  0.015	  0.869	  0.510	  0.498	185.202
        125.928	  0.000	 -0.034	  0.850	  0.485	  0.495	185.202
        125.936	  0.000	 -0.054	  0.825	  0.500	  0.494	185.202
        125.944	  0.000	 -0.069	  0.805	  0.495	  0.494	185.202
        125.952	  0.000	  0.010	  0.835	  0.555	  0.493	185.202
        125.960	  0.000	 -0.005	  0.830	  0.545	  0.492	185.202
        125.968	  0.000	  0.039	  0.874	  0.585	  0.491	185.202
        125.976	  0.000	 -0.049	  0.825	  0.535	  0.490	185.202
        125.984	  0.000	 -0.034	  0.850	  0.555	  0.487	185.202
        125.992	  0.000	 -0.049	  0.825	  0.495	  0.485	185.202
        126.000	  0.000	 -0.030	  0.845	  0.520	  0.482	185.202
        126.008	  0.000	 -0.074	  0.805	  0.500	  0.479	185.202
        126.016	  0.000	  0.000	  0.830	  0.565	  0.475	185.202
        126.024	  0.000	  0.005	  0.825	  0.560	  0.473	185.202
        126.032	  0.000	  0.049	  0.874	  0.630	  0.471	185.202
        126.040	  0.000	  0.015	  0.884	  0.575	  0.470	185.202
        126.048	  0.000	  0.059	  0.865	  0.560	  0.468	185.202
        126.056	  0.000	  0.074	  0.830	  0.595	  0.465	185.202
        126.064	  0.000	  0.069	  0.815	  0.565	  0.462	185.202
        126.072	  0.000	  0.096	  0.786	  0.615	  0.460	185.202
        126.080	  0.000	  0.135	  0.791	  0.580	  0.457	185.202
        126.088	  0.000	  0.074	  0.761	  0.615	  0.456	185.202
        126.096	  0.000	  0.039	  0.791	  0.565	  0.453	185.202
        126.104	  0.000	  0.015	  0.800	  0.590	  0.452	185.202
        126.112	  0.000	 -0.020	  0.815	  0.550	  0.451	185.202
        126.120	  0.000	 -0.005	  0.830	  0.585	  0.450	185.202
        126.128	  0.000	 -0.044	  0.786	  0.510	  0.450	185.202
        126.136	  0.000	  0.000	  0.810	  0.545	  0.450	185.202
        126.144	  0.000	 -0.064	  0.766	  0.490	  0.451	185.202
        126.152	  0.000	 -0.025	  0.805	  0.575	  0.452	185.202
        126.160	  0.000	 -0.044	  0.800	  0.605	  0.453	185.202
        126.168	  0.000	 -0.005	  0.889	  0.585	  0.454	185.202
        126.176	  0.000	 -0.030	  0.975	  0.555	  0.454	185.202
        126.184	  0.000	  0.369	  0.586	  0.680	  0.456	185.202
        126.192	  0.000	  0.810	 -0.064	  0.725	  0.457	185.202
        126.200	  0.000	  0.931	 -0.296	  0.675	  0.459	185.202
        126.208	  0.000	  0.209	  0.214	  0.555	  0.462	185.202
        126.216	  0.000	  0.034	  0.665	  0.545	  0.467	185.202
        126.224	  0.000	 -0.074	  0.810	  0.515	  0.472	185.202
        126.232	  0.000	 -0.096	  0.874	  0.530	  0.475	185.202
        126.240	  0.000	 -0.140	  0.855	  0.495	  0.479	185.202
        126.248	  0.000	 -0.101	  0.874	  0.460	  0.481	185.202
        126.256	  0.000	 -0.140	  0.850	  0.515	  0.484	185.202
        126.264	  0.000	 -0.106	  0.884	  0.500	  0.487	185.202
        126.272	  0.033	 -0.111	  0.850	  0.540	  0.490	185.202
        126.280	  0.066	 -0.079	  0.879	  0.490	  0.493	185.202
        126.288	  0.111	 -0.049	  0.909	  0.520	  0.496	185.202
        126.296	  0.157	 -0.054	  0.884	  0.480	  0.499	185.202
        126.304	  0.201	 -0.034	  0.874	  0.555	  0.500	185.202
        126.312	  0.246	 -0.111	  0.879	  0.465	  0.502	185.202
        126.320	  0.297	 -0.106	  0.884	  0.490	  0.504	185.202
        126.328	  0.348	 -0.131	  0.874	  0.445	  0.504	185.202
        126.336	  0.403	 -0.069	  0.894	  0.485	  0.503	185.202
        126.344	  0.458	 -0.091	  0.869	  0.495	  0.502	185.202
        126.352	  0.515	 -0.044	  0.919	  0.525	  0.502	185.202
        126.360	  0.572	 -0.064	  0.936	  0.520	  0.502	185.202
        126.368	  0.628	 -0.044	  0.951	  0.550	  0.502	185.202
        126.376	  0.684	 -0.069	  0.926	  0.495	  0.502	185.202
        126.384	  0.733	 -0.054	  0.909	  0.490	  0.502	185.202
        126.392	  0.782	 -0.116	  0.879	  0.435	  0.501	185.202
        126.400	  0.826	 -0.074	  0.884	  0.465	  0.501	185.202
        126.408	  0.869	 -0.101	  0.850	  0.460	  0.500	185.202
        126.416	  0.908	 -0.160	  0.800	  0.445	  0.498	185.202
        126.424	  0.946	 -0.185	  0.786	  0.405	  0.496	185.202
        126.432	  0.974	 -0.145	  0.810	  0.395	  0.494	185.202
        126.440	  1.000	 -0.140	  0.786	  0.430	  0.491	185.202
        126.448	  1.000	 -0.175	  0.776	  0.380	  0.488	185.202
        126.456	  1.000	 -0.145	  0.786	  0.400	  0.486	185.202
        126.464	  1.000	 -0.185	  0.771	  0.375	  0.483	185.202
        126.472	  1.000	 -0.140	  0.786	  0.395	  0.480	185.202
        126.480	  1.000	 -0.180	  0.756	  0.365	  0.478	185.202
        126.488	  1.000	 -0.155	  0.766	  0.430	  0.476	185.202
        126.496	  1.000	 -0.209	  0.734	  0.385	  0.472	185.202
        126.504	  1.000	 -0.180	  0.761	  0.400	  0.469	185.202
        126.512	  1.000	 -0.229	  0.744	  0.325	  0.466	185.202
        126.520	  1.000	 -0.131	  0.786	  0.435	  0.465	185.202
        126.528	  1.000	 -0.140	  0.776	  0.430	  0.463	185.202
        126.536	  1.000	 -0.121	  0.791	  0.395	  0.461	185.202
        126.544	  1.000	 -0.135	  0.786	  0.389	  0.460	185.202
        126.552	  1.000	 -0.044	  0.810	  0.505	  0.459	185.202
        126.560	  1.000	 -0.079	  0.756	  0.415	  0.458	185.202
        126.568	  1.000	 -0.096	  0.714	  0.385	  0.457	185.202
        126.576	  1.000	 -0.126	  0.690	  0.355	  0.456	185.202
        126.584	  1.000	 -0.091	  0.695	  0.425	  0.455	185.202
        126.592	  1.000	 -0.145	  0.729	  0.380	  0.454	185.202
        126.600	  1.000	 -0.135	  0.756	  0.420	  0.452	185.202
        126.608	  1.000	 -0.234	  0.719	  0.344	  0.451	185.202
        126.616	  1.000	 -0.239	  0.739	  0.330	  0.449	185.202
        126.624	  1.000	 -0.229	  0.724	  0.344	  0.448	185.202
        126.632	  1.000	 -0.209	  0.739	  0.375	  0.447	185.202
        126.640	  1.000	 -0.239	  0.719	  0.360	  0.447	185.202
        126.648	  1.000	 -0.185	  0.729	  0.389	  0.447	185.202
        126.656	  1.000	 -0.244	  0.709	  0.350	  0.448	185.202
        126.664	  1.000	 -0.276	  0.771	  0.344	  0.450	185.202
        126.672	  1.000	 -0.160	  0.941	  0.430	  0.454	185.202
        126.680	  1.000	  0.126	  0.505	  0.530	  0.456	185.202
        126.688	  1.000	  0.635	 -0.165	  0.630	  0.459	185.202
        126.696	  1.000	  0.810	 -0.426	  0.590	  0.466	185.202
        126.704	  1.000	  0.185	  0.096	  0.470	  0.472	185.202
        126.712	  1.000	 -0.175	  0.530	  0.395	  0.478	185.202
        126.720	  1.000	 -0.271	  0.734	  0.360	  0.483	185.202
        126.728	  1.000	 -0.320	  0.796	  0.275	  0.487	185.202
        126.736	  1.000	 -0.254	  0.830	  0.350	  0.490	185.202
        126.744	  1.000	 -0.276	  0.820	  0.385	  0.493	185.202
        126.752	  1.000	 -0.209	  0.865	  0.425	  0.496	185.202
        126.760	  1.000	 -0.214	  0.869	  0.435	  0.499	185.202
        126.768	  1.000	 -0.190	  0.874	  0.400	  0.500	185.202
        126.776	  1.000	 -0.239	  0.825	  0.340	  0.501	185.202
        126.784	  1.000	 -0.249	  0.810	  0.355	  0.503	185.202
        126.792	  1.000	 -0.266	  0.845	  0.320	  0.504	185.202
        126.800	  1.000	 -0.229	  0.855	  0.350	  0.506	185.202
        126.808	  1.000	 -0.219	  0.869	  0.375	  0.507	185.202
        126.816	  1.000	 -0.175	  0.899	  0.435	  0.509	185.202
        126.824	  1.000	 -0.180	  0.879	  0.415	  0.510	185.202
        126.832	  1.000	 -0.140	  0.914	  0.440	  0.512	185.202
        126.840	  1.000	 -0.160	  0.904	  0.389	  0.516	185.202
        126.848	  1.000	 -0.165	  0.926	  0.385	  0.521	185.202
        126.856	  1.000	 -0.175	  0.926	  0.400	  0.523	185.202
        126.864	  1.000	 -0.145	  0.926	  0.425	  0.523	185.202
        126.872	  1.000	 -0.165	  0.919	  0.410	  0.522	185.202
        126.880	  1.000	 -0.131	  0.946	  0.440	  0.520	185.202
        126.888	  1.000	 -0.121	  0.966	  0.405	  0.517	185.202
        126.896	  1.000	 -0.195	  0.879	  0.389	  0.514	185.202
        126.904	  1.000	 -0.160	  0.845	  0.410	  0.511	185.202
        126.912	  1.000	 -0.195	  0.825	  0.380	  0.508	185.202
        126.920	  1.000	 -0.155	  0.840	  0.440	  0.505	185.202
        126.928	  1.000	 -0.185	  0.810	  0.380	  0.502	185.202
        126.936	  1.000	 -0.160	  0.815	  0.389	  0.501	185.202
        126.944	  1.000	 -0.170	  0.810	  0.380	  0.501	185.202
        126.952	  1.000	 -0.135	  0.825	  0.410	  0.500	185.202
        126.960	  1.000	 -0.190	  0.805	  0.400	  0.500	185.202
        126.968	  1.000	 -0.165	  0.796	  0.440	  0.498	185.202
        126.976	  1.000	 -0.185	  0.786	  0.425	  0.496	185.202
        126.984	  1.000	 -0.145	  0.815	  0.465	  0.493	185.202
        126.992	  1.000	 -0.175	  0.830	  0.385	  0.489	185.202
        127.000	  1.000	 -0.084	  0.855	  0.440	  0.485	185.202
        127.008	  1.000	 -0.135	  0.810	  0.435	  0.482	185.202
        127.016	  1.000	 -0.140	  0.805	  0.480	  0.479	185.202
        127.024	  1.000	 -0.131	  0.825	  0.455	  0.477	185.202
        127.032	  1.000	 -0.079	  0.855	  0.470	  0.476	185.202
        127.040	  1.000	 -0.074	  0.850	  0.450	  0.476	185.202
        127.048	  1.000	 -0.015	  0.869	  0.500	  0.476	185.202
        127.056	  0.998	  0.005	  0.820	  0.520	  0.475	185.202
        127.064	  0.997	 -0.020	  0.766	  0.480	  0.473	185.202
        127.072	  0.944	 -0.005	  0.724	  0.515	  0.472	185.202
        127.080	  0.891	 -0.020	  0.709	  0.550	  0.471	185.202
        127.088	  0.838	 -0.054	  0.786	  0.475	  0.470	185.202
        127.096	  0.784	 -0.106	  0.805	  0.450	  0.469	185.202
        127.104	  0.730	 -0.121	  0.815	  0.460	  0.468	185.202
        127.112	  0.676	 -0.131	  0.805	  0.465	  0.467	185.202
        127.120	  0.614	 -0.190	  0.781	  0.389	  0.468	185.202
        127.128	  0.551	 -0.224	  0.786	  0.365	  0.469	185.202
        127.136	  0.483	 -0.155	  0.791	  0.460	  0.469	185.202
        127.144	  0.413	 -0.165	  0.766	  0.450	  0.469	185.202
        127.152	  0.345	 -0.116	  0.786	  0.475	  0.470	185.202
        127.160	  0.276	 -0.140	  0.820	  0.430	  0.471	185.202
        127.168	  0.209	 -0.074	  1.005	  0.500	  0.473	185.202
        127.176	  0.143	  0.121	  0.776	  0.580	  0.474	185.202
        127.184	  0.085	  0.564	  0.111	  0.770	  0.476	185.202
        127.192	  0.028	  0.800	 -0.350	  0.665	  0.478	185.202
        127.200	  0.014	  0.330	  0.034	  0.565	  0.481	185.202
        127.208	  0.000	 -0.079	  0.510	  0.405	  0.484	185.202
        127.216	  0.000	 -0.150	  0.771	  0.455	  0.487	185.202
        127.224	  0.000	 -0.180	  0.845	  0.440	  0.492	185.202
        127.232	  0.000	 -0.145	  0.889	  0.425	  0.496	185.202
        127.240	  0.000	 -0.150	  0.899	  0.465	  0.500	185.202
        127.248	  0.000	 -0.111	  0.884	  0.500	  0.503	185.202
        127.256	  0.000	 -0.126	  0.894	  0.505	  0.507	185.202
        127.264	  0.000	 -0.135	  0.879	  0.425	  0.511	185.202
        127.272	  0.000	 -0.126	  0.899	  0.460	  0.514	185.202
        127.280	  0.000	 -0.131	  0.879	  0.470	  0.516	185.202
        127.288	  0.000	 -0.111	  0.894	  0.475	  0.518	185.202
        127.296	  0.000	 -0.116	  0.874	  0.445	  0.520	185.202
        127.304	  0.000	 -0.030	  0.914	  0.510	  0.522	185.202
        127.312	  0.000	 -0.074	  0.884	  0.470	  0.523	185.202
        127.320	  0.000	 -0.069	  0.899	  0.500	  0.523	185.202
        127.328	  0.000	 -0.084	  0.909	  0.475	  0.522	185.202
        127.336	  0.000	 -0.064	  0.919	  0.510	  0.521	185.202
        127.344	  0.000	 -0.039	  0.946	  0.505	  0.520	185.202
        127.352	  0.000	 -0.020	  0.961	  0.525	  0.519	185.202
        127.360	  0.000	 -0.034	  0.946	  0.510	  0.518	185.202
        127.368	  0.000	 -0.015	  0.970	  0.545	  0.518	185.202
        127.376	  0.000	 -0.049	  0.936	  0.525	  0.517	185.202
        127.384	  0.000	 -0.049	  0.899	  0.535	  0.515	185.202
        127.392	  0.000	 -0.054	  0.879	  0.520	  0.513	185.202
        127.400	  0.000	 -0.005	  0.894	  0.565	  0.511	185.202
        127.408	  0.000	 -0.044	  0.860	  0.475	  0.509	185.202
        127.416	  0.000	 -0.034	  0.835	  0.480	  0.507	185.202
        127.424	  0.000	 -0.096	  0.810	  0.425	  0.505	185.202
        127.432	  0.000	 -0.054	  0.830	  0.470	  0.503	185.202
        127.440	  0.000	 -0.044	  0.810	  0.500	  0.501	185.202
        127.448	  0.000	 -0.054	  0.800	  0.540	  0.500	185.202
        127.456	  0.000	 -0.069	  0.805	  0.510	  0.498	185.202
        127.464	  0.000	 -0.020	  0.835	  0.490	  0.496	185.202
        127.472	  0.000	 -0.015	  0.830	  0.520	  0.494	185.202
        127.480	  0.000	 -0.030	  0.810	  0.495	  0.492	185.202
        127.488	  0.000	 -0.010	  0.820	  0.520	  0.491	185.202
        127.496	  0.000	 -0.025	  0.850	  0.515	  0.489	185.202
        127.504	  0.000	 -0.005	  0.865	  0.565	  0.489	185.202
        127.512	  0.000	 -0.020	  0.835	  0.545	  0.488	185.202
        127.520	  0.000	  0.020	  0.830	  0.575	  0.486	185.202
        127.528	  0.000	 -0.005	  0.845	  0.550	  0.485	185.202
        127.536	  0.000	  0.086	  0.865	  0.590	  0.483	185.202
        127.544	  0.000	  0.121	  0.840	  0.620	  0.481	185.202
        127.552	  0.000	  0.175	  0.899	  0.635	  0.478	185.202
        127.560	  0.000	  0.165	  0.835	  0.625	  0.475	185.202
        127.568	  0.000	  0.180	  0.800	  0.695	  0.473	185.202
        127.576	  0.000	  0.135	  0.776	  0.630	  0.471	185.202
        127.584	  0.000	  0.111	  0.800	  0.635	  0.470	185.202
        127.592	  0.000	  0.025	  0.791	  0.575	  0.469	185.202
        127.600	  0.000	  0.039	  0.825	  0.620	  0.469	185.202
        127.608	  0.000	  0.030	  0.835	  0.585	  0.469	185.202
        127.616	  0.000	  0.074	  0.840	  0.575	  0.469	185.202
        127.624	  0.000	  0.030	  0.810	  0.605	  0.469	185.202
        127.632	  0.000	  0.049	  0.820	  0.585	  0.469	185.202
        127.640	  0.000	 -0.005	  0.815	  0.525	  0.469	185.202
        127.648	  0.000	 -0.010	  0.835	  0.605	  0.469	185.202
        127.656	  0.000	  0.005	  0.815	  0.600	  0.469	185.202
        127.664	  0.000	  0.000	  0.980	  0.660	  0.470	185.202
        127.672	  0.000	  0.214	  1.034	  0.680	  0.471	185.202
        127.680	  0.000	  0.635	  0.355	  0.815	  0.473	185.202
        127.688	  0.000	  1.020	 -0.229	  0.845	  0.476	185.202
        127.696	  0.000	  0.574	 -0.234	  0.650	  0.479	185.202
        127.704	  0.000	  0.126	  0.480	  0.495	  0.482	185.202
        127.712	  0.000	 -0.030	  0.776	  0.470	  0.485	185.202
        127.720	  0.000	 -0.064	  0.860	  0.540	  0.488	185.202
        127.728	  0.000	 -0.091	  0.884	  0.560	  0.492	185.202
        127.736	  0.000	 -0.121	  0.860	  0.525	  0.497	185.202
        127.744	  0.000	 -0.140	  0.899	  0.495	  0.500	185.202
        127.752	  0.000	 -0.064	  0.926	  0.555	  0.506	185.202
        127.760	  0.000	 -0.074	  0.899	  0.530	  0.511	185.202
        127.768	  0.000	 -0.015	  0.926	  0.545	  0.515	185.202
        127.776	  0.000	 -0.020	  0.931	  0.530	  0.517	185.202
        127.784	  0.000	 -0.025	  0.914	  0.570	  0.520	185.202
        127.792	  0.000	 -0.059	  0.894	  0.500	  0.521	185.202
        127.800	  0.000	 -0.034	  0.936	  0.515	  0.522	185.202
        127.808	  0.000	 -0.069	  0.904	  0.455	  0.522	185.202
        127.816	  0.000	 -0.044	  0.909	  0.515	  0.521	185.202
        127.824	  0.000	 -0.074	  0.874	  0.530	  0.520	185.202
        127.832	  0.000	 -0.039	  0.899	  0.590	  0.519	185.202
        127.840	  0.000	 -0.030	  0.914	  0.515	  0.518	185.202
        127.848	  0.000	  0.010	  0.961	  0.555	  0.517	185.202
        127.856	  0.025	  0.015	  0.970	  0.565	  0.516	185.202
        127.864	  0.052	 -0.020	  0.985	  0.535	  0.515	185.202
        127.872	  0.106	 -0.034	  0.946	  0.540	  0.514	185.202
        127.880	  0.160	 -0.015	  0.926	  0.505	  0.512	185.202
        127.888	  0.211	 -0.010	  0.894	  0.545	  0.510	185.202
        127.896	  0.262	 -0.059	  0.919	  0.520	  0.508	185.202
        127.904	  0.311	 -0.030	  0.884	  0.530	  0.506	185.202
        127.912	  0.360	 -0.084	  0.855	  0.495	  0.504	185.202
        127.920	  0.412	 -0.074	  0.815	  0.525	  0.501	185.202
        127.928	  0.463	 -0.049	  0.805	  0.500	  0.500	185.202
        127.936	  0.518	 -0.020	  0.855	  0.525	  0.499	185.202
        127.944	  0.574	 -0.074	  0.810	  0.485	  0.498	185.202
        127.952	  0.630	 -0.039	  0.855	  0.505	  0.496	185.202
        127.960	  0.686	 -0.064	  0.835	  0.475	  0.494	185.202
        127.968	  0.743	 -0.030	  0.850	  0.535	  0.491	185.202
        127.976	  0.799	 -0.069	  0.825	  0.500	  0.489	185.202
        127.984	  0.848	 -0.034	  0.825	  0.545	  0.486	185.202
        127.992	  0.896	 -0.044	  0.810	  0.560	  0.483	185.202
        128.000	  0.936	  0.000	  0.855	  0.575	  0.480	185.202
        128.008	  0.978	  0.020	  0.835	  0.565	  0.478	185.202
        128.016	  0.989	  0.064	  0.865	  0.615	  0.477	185.202
        128.024	  1.000	  0.025	  0.860	  0.575	  0.476	185.202
        128.032	  1.000	  0.064	  0.889	  0.625	  0.476	185.202
        128.040	  1.000	  0.091	  0.865	  0.656	  0.476	185.202
        128.048	  1.000	  0.096	  0.869	  0.625	  0.476	185.202
        128.056	  1.000	  0.101	  0.820	  0.590	  0.476	185.202
        128.064	  1.000	  0.126	  0.825	  0.570	  0.475	185.202
        128.072	  1.000	  0.106	  0.786	  0.590	  0.473	185.202
        128.080	  1.000	  0.074	  0.781	  0.611	  0.471	185.202
        128.088	  1.000	  0.005	  0.815	  0.555	  0.468	185.202
        128.096	  1.000	 -0.030	  0.830	  0.520	  0.466	185.202
        128.104	  1.000	 -0.054	  0.800	  0.495	  0.464	185.202
        128.112	  1.000	 -0.079	  0.791	  0.480	  0.463	185.202
        128.120	  1.000	 -0.074	  0.800	  0.520	  0.463	185.202
        128.128	  1.000	 -0.101	  0.761	  0.490	  0.463	185.202
        128.136	  1.000	 -0.084	  0.791	  0.500	  0.465	185.202
        128.144	  1.000	 -0.111	  0.771	  0.470	  0.467	185.202
        128.152	  1.000	 -0.096	  0.761	  0.495	  0.469	185.202
        128.160	  1.000	 -0.145	  0.904	  0.470	  0.471	185.202
        128.168	  1.000	  0.054	  1.010	  0.555	  0.474	185.202
